area,dwell,nBedrms,nLodged,nClosed,nCurr,mean,lq,med,uq,sd,brr,lmean,lsd,slq,suq
Symonds Street East,Apartment,2,72,72,147,545,483,558,650,169,3.65,6.229,0.427,380,677
Symonds Street East,Apartment,3,21,15,45,707,575,683,800,262,3.89,6.4942,0.3866,510,858
Symonds Street East,Apartment,NA,6,12,9,437,380,410,455,95,4.13,6.0618,0.1948,376,489
Symonds Street East,Flat,1,12,0,18,435,405,440,475,48,4,6.0695,0.1133,401,467
Symonds Street East,House,1,21,9,21,405,270,420,530,139,3.84,5.9425,0.3611,299,486
Symonds Street East,House,NA,51,33,54,474,341,485,580,219,3.95,6.0668,0.4406,320,581
Symonds Street East,Room,1,225,105,249,432,429,450,490,90,2.13,6.0395,0.2631,351,501
Symonds Street East,Room,NA,36,15,33,348,250,275,450,109,2.23,5.8028,0.3148,268,410
Symonds Street North West,Apartment,1,279,243,555,418,378,400,445,129,3.84,6.0099,0.2037,355,467
Symonds Street North West,Apartment,2,102,105,216,577,520,580,630,93,3.93,6.3426,0.191,500,646
Symonds Street North West,Apartment,3,6,9,9,788,713,795,893,141,3.85,6.6558,0.1867,685,882
Symonds Street North West,Apartment,5,12,6,12,315,225,260,293,199,3.62,5.6482,0.4207,214,377
Symonds Street North West,Apartment,NA,144,60,129,366,250,370,400,111,3.97,5.8623,0.2797,291,425
Symonds Street North West,Boarding House,NA,15,9,6,229,220,230,230,15,2.67,5.4303,0.0643,219,238
Symonds Street North West,Flat,1,21,9,30,360,260,390,420,107,3.81,5.8405,0.3212,277,427
Symonds Street North West,Flat,3,6,0,3,425,400,400,425,50,2.71,6.0473,0.1116,392,456
Symonds Street North West,House,1,33,27,39,428,375,425,490,96,4.02,6.0348,0.2316,357,488
Symonds Street North West,House,NA,99,42,96,500,425,470,570,157,3.99,6.1778,0.2699,402,578
Symonds Street North West,Room,1,18,27,36,303,220,250,400,96,3.92,5.6677,0.3029,236,355
Symonds Street North West,Room,NA,15,3,15,291,265,270,325,36,3.19,5.6652,0.1218,266,313
Symonds Street West,Apartment,1,177,135,279,419,390,420,460,82,3.92,5.9914,0.4346,298,536
Symonds Street West,Apartment,2,303,249,609,514,490,520,550,98,3.97,6.1828,0.6824,306,767
Symonds Street West,Apartment,3,15,9,33,733,638,700,813,138,3.83,6.5802,0.186,636,817
Symonds Street West,Apartment,NA,27,27,42,513,430,460,620,106,4,6.2209,0.201,439,576
Symonds Street West,Flat,1,15,3,33,434,420,430,450,28,9.13,6.0712,0.063,415,452
Symonds Street West,Flat,2,12,3,24,543,508,530,576,43,4,6.2949,0.0781,514,571
Symonds Street West,Flat,3,6,3,6,467,258,313,613,291,3.63,5.9965,0.5643,275,588
Symonds Street West,House,1,36,24,36,487,418,480,525,101,4,6.1685,0.1989,418,546
Symonds Street West,House,2,9,30,15,451,380,500,520,131,3.84,6.0576,0.3854,330,554
Symonds Street West,House,NA,78,36,81,559,475,540,649,117,4.71,6.3038,0.2102,474,630
The Strand,Apartment,1,96,132,111,387,338,375,401,83,3.73,5.9394,0.1796,336,429
The Strand,Apartment,2,42,33,111,585,540,575,650,114,3.75,6.3496,0.2217,493,665
The Strand,Apartment,3,24,21,42,484,280,375,698,222,3.22,6.0808,0.458,321,596
The Strand,Apartment,NA,102,51,72,389,369,389,389,63,4.19,5.9534,0.1255,354,419
The Strand,House,1,21,12,24,584,500,570,680,105,4.1,6.3547,0.1795,510,649
The Strand,House,3,24,24,63,710,723,750,795,169,3.67,6.5227,0.3336,543,852
The Strand,House,NA,42,18,48,491,343,485,550,181,3.99,6.1376,0.3393,368,582
Titirangi South,House,2,9,3,24,782,463,650,690,582,3.76,6.5067,0.5382,466,963
Titirangi South,House,3,9,6,36,726,695,700,750,57,3.86,6.5843,0.0757,688,762
Titirangi South,House,4,12,9,36,944,846,885,1074,243,3.85,6.8175,0.2775,758,1102
Titirangi South,House,NA,9,3,12,840,750,850,890,145,4,6.721,0.1693,740,930
Wesley East,House,2,6,6,18,583,518,610,650,118,3.83,6.3486,0.2168,494,662
Wesley East,House,3,12,9,48,601,475,625,678,137,3.73,6.3729,0.245,497,691
Wesley East,House,4,6,3,18,823,783,805,845,69,3.77,6.7098,0.0825,776,867
Wesley East,Room,NA,6,0,6,356,288,360,450,103,2.4,5.8331,0.3141,276,422
Wesley West,House,1,6,3,12,610,443,685,708,153,4.28,6.3831,0.2695,493,710
Wesley West,House,3,42,27,99,656,614,660,730,155,3.98,6.381,0.7448,357,976
Wesley West,House,4,18,12,30,805,730,825,873,100,3.64,6.6824,0.1348,729,874
Wesley West,House,NA,48,12,51,600,420,450,785,210,3.97,6.3407,0.3353,452,711
West Lynn,House,1,6,0,9,658,598,645,705,76,4,6.4835,0.115,605,707
West Lynn,House,2,9,9,21,582,540,590,590,58,4,6.3616,0.0983,542,619
West Lynn,House,3,24,24,75,667,653,680,720,170,3.9,6.4372,0.4612,458,853
West Lynn,House,4,6,9,21,849,775,850,860,164,3.73,6.7287,0.1821,739,945
West Lynn,House,NA,24,6,33,611,550,683,760,274,3.94,6.2161,0.7846,295,850
Ellerslie Central,Apartment,1,9,3,9,579,550,575,615,39,3.84,6.3586,0.067,552,604
Ellerslie Central,Apartment,2,9,6,18,645,648,650,660,46,3.42,6.4669,0.0749,612,677
Ellerslie Central,Flat,1,9,3,24,473,458,480,483,45,3.55,6.1549,0.0954,442,502
Ellerslie Central,Flat,2,15,6,51,512,490,550,600,154,4.11,6.1565,0.5054,335,663
Ellerslie Central,House,2,15,12,42,643,600,650,720,150,3.67,6.4229,0.357,484,783
Ellerslie Central,House,3,51,42,114,793,720,760,853,95,3.87,6.6684,0.1202,726,854
Ellerslie Central,House,4,24,21,48,870,795,865,950,108,3.91,6.7605,0.1254,793,939
Ellerslie Central,House,NA,18,9,33,883,700,795,925,282,4.05,6.743,0.2788,703,1024
Ellerslie East,Apartment,2,12,9,21,578,531,570,628,64,3.66,6.3532,0.1108,533,619
Ellerslie East,Flat,1,6,6,18,479,465,473,495,17,2.18,6.1715,0.0356,468,491
Ellerslie East,Flat,2,27,24,108,564,525,550,593,63,3.84,6.3291,0.1078,521,603
Ellerslie East,House,1,12,0,12,577,469,565,594,168,4,6.3221,0.2743,463,670
Ellerslie East,House,2,15,18,66,604,540,600,670,81,3.75,6.3951,0.1365,546,657
Ellerslie East,House,3,33,33,132,998,750,780,833,1224,3.09,6.7346,0.4045,640,1105
Ellerslie East,House,NA,6,6,12,755,701,750,788,101,4,6.6194,0.1317,686,819
Ellerslie South,Apartment,2,12,12,45,578,550,570,596,56,3.85,6.3545,0.0949,539,613
Ellerslie South,Flat,2,24,18,63,574,550,565,608,53,4.1,6.3484,0.0919,537,608
Ellerslie South,House,1,18,0,24,663,528,670,715,133,3.9,6.4773,0.2003,568,744
Ellerslie South,House,2,24,30,75,685,583,620,658,363,3.15,6.4663,0.3017,525,788
Ellerslie South,House,3,48,42,117,775,723,765,799,115,3.78,6.6437,0.1376,700,843
Ellerslie South,House,4,12,6,27,964,846,878,1033,247,4,6.8464,0.225,808,1095
Ellerslie South,House,NA,12,15,21,771,684,803,899,150,4,6.629,0.2086,657,871
Ellerslie West,Apartment,1,21,27,24,524,455,495,565,90,4,6.2481,0.1634,463,577
Ellerslie West,Apartment,NA,12,0,18,539,475,560,573,64,4,6.2826,0.1218,493,581
Ellerslie West,House,1,6,27,27,458,400,430,488,80,4,6.1149,0.1673,404,507
Ellerslie West,House,2,12,18,30,708,681,730,749,57,3.99,6.5591,0.0837,667,747
Ellerslie West,House,NA,54,15,63,543,436,550,610,115,4.01,6.2754,0.2118,461,613
Epsom Central-North,Apartment,1,6,6,9,480,470,475,485,14,3.7,6.1735,0.0292,471,489
Epsom Central-North,Apartment,2,12,6,39,626,594,620,653,36,3.83,6.4376,0.0568,601,649
Epsom Central-North,Flat,1,12,12,33,490,461,488,543,59,4.01,6.1883,0.1242,448,530
Epsom Central-North,Flat,2,9,6,72,702,650,680,750,78,4,6.5489,0.1084,649,751
Epsom Central-North,House,1,9,3,9,851,558,620,985,446,3.84,6.6491,0.4542,568,1049
Epsom Central-North,House,2,21,24,45,527,230,600,663,231,3.71,6.1463,0.54,324,672
Epsom Central-North,House,3,18,15,81,906,753,850,980,274,4.17,6.7735,0.2652,731,1046
Epsom Central-North,House,4,24,21,75,1079,880,1050,1200,208,3.7,6.966,0.1921,931,1207
Epsom Central-North,House,5+,9,9,30,1550,1200,1595,1725,491,3.86,7.3041,0.3107,1205,1833
Epsom Central-North,House,NA,21,12,33,1096,980,1000,1300,202,4.13,6.9836,0.1831,953,1221
Epsom Central-South,Apartment,1,6,6,6,541,500,525,566,55,4,6.2902,0.0985,505,576
Epsom Central-South,Apartment,2,6,3,9,649,631,658,695,57,3.82,6.4723,0.092,608,688
Epsom Central-South,Apartment,3,6,3,9,721,701,748,768,106,4,6.5721,0.1572,643,795
Epsom Central-South,Flat,1,6,3,21,505,490,495,538,39,4,6.2221,0.0771,478,531
Epsom Central-South,Flat,2,15,6,63,601,553,580,643,62,3.97,6.3933,0.1008,559,640
Epsom Central-South,Flat,3,9,6,24,766,695,730,805,101,3.64,6.6338,0.1261,698,828
Epsom Central-South,House,1,12,0,15,740,513,610,988,292,4,6.5393,0.3793,536,893
Epsom Central-South,House,2,12,15,42,719,611,650,758,193,3.77,6.5479,0.2447,592,823
Epsom Central-South,House,3,33,24,87,878,750,880,930,170,3.77,6.7609,0.1838,763,977
Epsom Central-South,House,4,27,21,66,1063,963,1050,1195,175,3.75,6.9547,0.1759,931,1180
Epsom Central-South,House,5+,9,15,24,1346,1165,1250,1500,231,3.87,7.1926,0.1647,1190,1486
Epsom Central-South,House,NA,12,24,21,993,689,870,1175,365,4.25,6.8436,0.3441,744,1183
Epsom East,Apartment,1,12,12,15,556,390,645,715,180,4.24,6.2586,0.3924,401,681
Epsom East,Apartment,2,15,15,30,730,583,720,883,161,3.82,6.5702,0.2218,614,829
Epsom East,Flat,2,27,9,66,606,560,600,625,49,3.86,6.4033,0.0785,573,637
Epsom East,House,1,6,6,9,765,648,765,838,142,4,6.6256,0.1848,666,854
Epsom East,House,2,9,21,30,661,600,620,689,135,3.77,6.4783,0.1822,576,736
Epsom East,House,3,6,15,39,862,748,873,908,147,4.06,6.747,0.1648,762,952
Epsom East,House,4,12,9,33,1066,905,1023,1175,265,4,6.9432,0.2515,874,1228
Epsom East,House,NA,36,24,54,835,689,730,1025,248,3.91,6.6882,0.2797,665,970
Epsom South,Flat,2,12,9,39,663,650,660,693,45,3.93,6.495,0.0671,633,692
Epsom South,House,1,9,0,6,666,570,600,770,151,4.1,6.4808,0.2196,563,757
Epsom South,House,2,12,9,27,756,591,685,890,263,4,6.5744,0.3423,569,903
Epsom South,House,3,24,24,54,869,750,850,935,233,3.88,6.7289,0.3007,683,1024
Epsom South,House,4,15,6,33,1060,995,1020,1100,131,4.05,6.9598,0.1178,973,1141
Epsom South,House,NA,6,12,21,1038,908,1050,1096,299,4,6.9105,0.2799,830,1211
Glen Innes West,Apartment,1,18,15,27,588,550,650,650,88,3.25,6.3638,0.1685,518,650
Glen Innes West,Apartment,2,9,15,18,640,585,670,750,110,3.66,6.447,0.18,559,712
Glen Innes West,Flat,1,6,3,33,415,400,405,420,24,3.04,6.0271,0.056,399,430
Glen Innes West,Flat,2,6,3,36,600,578,590,636,53,4,6.3937,0.0882,564,635
Glen Innes West,House,1,12,6,12,520,468,490,604,151,3.51,6.2136,0.3057,406,614
Glen Innes West,House,2,18,12,126,493,168,650,695,301,3.48,5.9087,0.8863,203,669
Glen Innes West,House,3,54,36,294,591,523,672,753,233,3.67,6.2518,0.5939,348,775
Glen Innes West,House,4,12,9,90,885,799,850,950,133,4.01,6.7762,0.1455,795,967
Glen Innes West,House,NA,60,21,72,681,570,650,790,140,3.95,6.5019,0.2145,577,770
Glen Innes West,Room,NA,6,3,3,416,391,423,448,52,3.58,6.0253,0.1271,380,451
Glendowie North,Flat,1,6,3,15,481,450,475,506,38,3.73,6.1741,0.0775,456,506
Glendowie North,House,2,12,6,21,703,606,710,788,105,4,6.5453,0.1498,629,770
Glendowie North,House,3,18,15,75,868,758,818,944,262,3.89,6.7094,0.3916,630,1068
Glendowie North,House,4,21,15,42,1016,873,1080,1215,377,3.67,6.8218,0.5204,646,1304
Glendowie North,House,5,6,3,3,1463,1220,1260,1605,423,4.33,7.2626,0.2731,1186,1714
Glendowie North,House,NA,9,15,21,1065,946,1025,1194,316,3.89,6.9274,0.3218,821,1267
Greenlane North,Apartment,2,12,6,30,599,568,600,611,55,3.86,6.391,0.0919,561,635
Greenlane North,Flat,2,18,12,90,637,569,580,648,123,3.94,6.4418,0.1703,559,704
Greenlane North,House,1,6,3,15,668,518,613,895,201,3.91,6.4635,0.3086,521,790
Greenlane North,House,2,15,21,48,674,600,650,738,127,3.9,6.4981,0.1768,589,748
Greenlane North,House,3,36,36,132,956,798,860,950,482,3.67,6.8052,0.2887,743,1097
Greenlane North,House,4,30,21,81,1059,915,1045,1200,208,3.78,6.9462,0.1989,909,1188
Greenlane North,House,5,6,3,12,1263,938,1150,1700,491,3.62,7.0763,0.3996,904,1550
Greenlane North,House,5+,12,18,36,1196,1113,1215,1388,394,3.77,6.9953,0.5394,759,1570
Greenlane North,House,NA,21,15,48,997,740,995,1200,320,4,6.8594,0.3085,774,1173
Greenlane South,Apartment,2,6,6,12,584,521,568,630,83,3.41,6.362,0.1404,527,637
Greenlane South,Flat,2,9,3,24,514,548,560,600,191,4,6.101,0.7093,277,720
Greenlane South,House,1,12,0,15,713,556,715,764,190,3.56,6.5375,0.2592,580,822
Greenlane South,House,2,15,21,48,631,550,600,650,109,3.8,6.4354,0.1597,560,694
Greenlane South,House,3,48,39,138,797,750,800,850,109,3.82,6.6715,0.1358,720,865
Greenlane South,House,4,21,21,51,933,860,950,1050,153,3.98,6.821,0.2034,799,1052
Greenlane South,House,NA,21,15,30,886,799,870,980,183,3.93,6.7654,0.2157,750,1003
Hillsborough East (Auckland),Apartment,2,6,0,6,571,538,553,586,55,4,6.3446,0.0923,535,606
Hillsborough East (Auckland),Flat,2,9,9,24,562,520,570,598,50,4.06,6.3276,0.0892,527,595
Hillsborough East (Auckland),House,1,9,0,9,634,475,500,670,291,2.96,6.3812,0.3835,456,765
Hillsborough East (Auckland),House,2,9,6,39,581,560,585,600,42,4,6.3626,0.0733,552,609
Hillsborough East (Auckland),House,3,21,12,66,690,665,695,750,111,3.81,6.5209,0.2004,593,777
Hillsborough East (Auckland),House,4,15,12,45,784,685,845,963,248,3.91,6.5921,0.4451,540,985
Hillsborough East (Auckland),House,5+,6,3,15,977,850,875,1125,178,3.38,6.8711,0.1743,857,1084
Hillsborough East (Auckland),House,NA,9,12,15,819,795,840,850,211,4,6.677,0.2688,662,952
Hillsborough North (Auckland),Flat,1,6,3,24,452,450,450,473,32,4,6.1108,0.0732,429,474
Hillsborough North (Auckland),Flat,2,12,12,27,551,498,565,591,69,4.02,6.304,0.1291,501,596
Hillsborough North (Auckland),House,1,6,0,12,620,575,638,683,147,4,6.4065,0.2552,510,720
Hillsborough North (Auckland),House,2,12,12,42,628,565,620,650,84,4.16,6.4354,0.1249,573,678
Hillsborough North (Auckland),House,3,24,21,108,695,658,698,748,116,3.95,6.5224,0.2396,579,800
Hillsborough North (Auckland),House,4,15,18,48,900,780,900,983,163,4,6.7879,0.1737,789,997
Hillsborough North (Auckland),House,NA,12,12,15,755,688,780,823,132,3.6,6.6123,0.1856,657,843
Hillsborough South (Auckland),House,2,6,9,15,847,645,680,768,467,3.02,6.6541,0.4022,592,1018
Hillsborough South (Auckland),House,3,9,3,54,782,710,750,845,144,4.06,6.6458,0.1887,678,874
Hillsborough South (Auckland),House,4,15,9,45,885,785,895,975,108,3.73,6.7781,0.1237,808,955
Hillsborough South (Auckland),House,NA,6,6,9,921,773,820,958,239,4,6.8011,0.2319,769,1051
Hillsborough West (Auckland),Flat,2,9,3,21,558,533,573,579,52,3.73,6.3197,0.0964,520,593
Hillsborough West (Auckland),House,1,9,3,12,645,595,620,740,119,4,6.4539,0.1877,560,721
Hillsborough West (Auckland),House,2,21,9,48,613,590,595,630,99,4,6.407,0.1504,548,671
Hillsborough West (Auckland),House,3,42,36,132,707,655,698,748,59,3.9,6.5575,0.0831,666,745
Hillsborough West (Auckland),House,4,21,15,54,852,830,860,900,55,3.8,6.746,0.0667,813,890
Hillsborough West (Auckland),House,5+,9,15,24,897,895,970,1040,262,3.91,6.7111,0.5475,568,1188
Hillsborough West (Auckland),House,NA,18,24,30,757,663,760,848,196,4,6.5801,0.3713,561,926
Kohimarama,Apartment,1,12,6,15,517,500,510,550,29,3.47,6.2471,0.0558,497,536
Kohimarama,Apartment,2,9,15,39,750,675,715,785,152,3.93,6.6032,0.1833,652,835
Kohimarama,Apartment,3,6,0,12,1199,1063,1150,1313,303,3.31,7.0629,0.2524,985,1385
Kohimarama,Flat,1,9,12,24,468,433,450,490,58,4,6.1412,0.1201,428,504
Kohimarama,Flat,2,9,12,48,643,613,620,634,79,3.78,6.4605,0.1124,593,690
Kohimarama,House,1,12,3,12,790,550,580,671,585,2.94,6.5291,0.4891,492,952
Kohimarama,House,2,21,21,45,671,623,680,700,68,3.86,6.5035,0.1031,623,716
Kohimarama,House,3,39,30,84,937,825,870,1000,244,3.92,6.8138,0.2361,776,1067
Kohimarama,House,4,21,15,72,1308,958,1250,1425,674,3.62,7.0968,0.3757,938,1557
Kohimarama,House,5,6,0,9,1350,1100,1300,1550,300,4,7.1894,0.2212,1142,1539
Kohimarama,House,NA,12,15,24,953,853,925,1113,220,4,6.834,0.2435,788,1095
Lynfield South,Flat,2,9,6,33,556,545,580,580,40,3.28,6.3178,0.0764,527,584
Lynfield South,House,1,6,3,12,726,650,675,809,107,3.85,6.5787,0.1422,654,792
Lynfield South,House,2,15,12,39,576,560,570,590,37,3.56,6.3545,0.0632,551,600
Lynfield South,House,3,39,36,129,689,650,675,708,253,3.72,6.4949,0.2694,552,794
Lynfield South,House,4,12,15,57,847,780,850,890,223,3.92,6.6987,0.3334,648,1016
Lynfield South,House,5+,6,6,24,1043,938,1045,1100,132,4,6.9426,0.1233,953,1125
Lynfield South,House,NA,27,15,39,731,638,730,850,147,4.01,6.5724,0.2271,614,833
Meadowbank East,Apartment,1,6,0,15,173,76,82,179,185,2.69,4.812,0.8676,68,221
Meadowbank East,Apartment,2,9,9,33,556,550,550,575,39,3.81,6.3184,0.0701,529,582
Meadowbank East,Flat,1,6,6,42,411,430,445,475,132,4,5.9192,0.5761,252,549
Meadowbank East,Flat,2,15,15,111,592,550,578,600,74,3.68,6.3772,0.1165,544,636
Meadowbank East,House,1,18,3,21,670,511,585,685,300,3.94,6.4452,0.3302,504,787
Meadowbank East,House,2,9,6,39,600,555,590,650,60,3.71,6.3931,0.1006,558,640
Meadowbank East,House,3,21,18,60,790,728,780,840,94,3.86,6.6657,0.1167,726,849
Meadowbank East,House,NA,9,9,18,993,910,975,1040,123,3.75,6.8949,0.1203,910,1071
Meadowbank West,Apartment,1,6,6,6,538,484,600,619,123,4,6.2624,0.2616,440,626
Meadowbank West,Flat,1,6,3,24,453,439,450,450,88,3.67,6.1012,0.1921,392,508
Meadowbank West,Flat,2,6,6,18,650,650,663,675,52,3.82,6.4738,0.0848,612,686
Meadowbank West,House,2,9,12,18,708,650,650,775,125,4,6.5488,0.1714,622,784
Meadowbank West,House,3,33,21,66,899,700,810,870,505,3.36,6.7284,0.3283,670,1043
Meadowbank West,House,4,12,6,18,1141,1050,1100,1275,183,3.77,7.0275,0.1645,1009,1259
Meadowbank West,House,NA,9,6,18,849,650,890,930,182,4,6.7233,0.2216,716,966
Mission Bay,Apartment,1,12,9,39,537,455,523,625,104,3.59,6.2677,0.1973,462,602
Mission Bay,Apartment,2,33,39,87,760,655,700,840,154,3.84,6.6144,0.2013,651,854
Mission Bay,Flat,1,9,9,36,452,445,450,470,34,3.89,6.1117,0.076,429,475
Mission Bay,Flat,2,12,9,75,713,590,625,721,270,3.83,6.5249,0.2809,564,824
Mission Bay,House,1,18,6,27,648,513,623,843,194,4.06,6.4296,0.3089,503,764
Mission Bay,House,2,27,18,66,773,635,695,773,318,3.53,6.6018,0.2836,608,892
Mission Bay,House,3,45,42,120,961,800,920,1100,246,3.96,6.8414,0.2243,804,1089
Mission Bay,House,4,18,27,57,1256,1063,1220,1400,515,3.89,7.0706,0.3634,921,1504
Mission Bay,House,5+,6,6,18,1313,1188,1300,1425,165,3.78,7.1738,0.1256,1199,1420
Mission Bay,House,NA,42,18,54,1046,850,995,1150,348,4.04,6.91,0.2846,827,1214
Mission Bay,Room,1,24,9,18,389,380,390,390,10,2.69,5.9635,0.0259,382,396
Mount Roskill Central North,Flat,2,9,6,27,550,490,560,598,79,3.81,6.3012,0.1457,494,602
Mount Roskill Central North,House,2,12,6,39,683,616,625,634,170,4.26,6.5045,0.2027,583,766
Mount Roskill Central North,House,3,36,39,114,722,653,698,754,103,3.91,6.5724,0.1417,650,787
Mount Roskill Central North,House,4,18,18,45,846,734,845,933,146,3.74,6.7259,0.1736,742,937
Mount Roskill Central North,House,5+,9,9,15,893,860,980,1053,337,3.68,6.6743,0.6322,517,1213
Mount Roskill Central North,House,NA,27,9,39,738,620,760,830,115,4,6.592,0.1581,655,811
Mount Roskill Central South,House,3,33,21,63,697,710,710,720,90,3.57,6.5347,0.1783,611,777
Mount Roskill Central South,House,4,6,12,21,760,725,760,790,97,3.88,6.6262,0.1281,692,823
Mount Roskill Central South,House,NA,18,0,18,741,705,748,761,104,4,6.5994,0.1287,674,801
Mount Roskill South,Flat,2,6,9,15,538,505,530,559,39,4,6.2847,0.0723,511,563
Mount Roskill South,House,1,6,0,6,783,714,783,851,96,3.72,6.6568,0.1233,716,846
Mount Roskill South,House,2,6,12,24,531,498,540,563,49,3.65,6.2714,0.0937,497,564
Mount Roskill South,House,3,18,18,69,713,650,695,780,137,3.83,6.5519,0.1897,616,796
Mount Roskill South,House,4,15,6,48,799,750,795,845,91,3.79,6.677,0.1131,736,857
Mount Roskill South,House,NA,12,9,24,792,685,775,960,264,3.89,6.5915,0.4917,523,1016
Mount St John,Apartment,1,6,12,15,462,385,439,511,97,4,6.118,0.2008,396,520
Mount St John,Apartment,2,18,6,30,618,560,580,621,91,3.89,6.4176,0.136,559,671
Mount St John,Flat,1,6,3,30,462,440,463,495,60,3.89,6.1276,0.1335,419,502
Mount St John,Flat,2,21,15,93,580,530,570,585,52,4,6.3586,0.0862,545,612
Mount St John,Flat,3,6,6,18,705,670,695,740,60,3.6,6.5551,0.085,664,744
Mount St John,House,1,12,6,15,701,536,690,850,256,3.85,6.488,0.3815,508,850
Mount St John,House,2,18,18,45,817,618,650,718,484,3.25,6.6093,0.3955,568,969
Mount St John,House,3,21,21,87,901,778,900,970,253,4.14,6.7453,0.4129,643,1123
Mount St John,House,4,24,21,60,1167,1000,1100,1250,416,3.63,7.0219,0.2671,936,1342
Mount St John,House,5+,6,6,24,1437,1324,1398,1471,349,4,7.2463,0.2377,1195,1647
Mount St John,House,NA,48,21,54,624,375,388,898,354,3.87,6.3022,0.5019,389,766
One Tree Hill,Apartment,2,9,9,27,594,565,600,623,53,3.87,6.3827,0.09,557,629
One Tree Hill,Flat,1,15,3,27,477,400,450,450,132,3.47,6.1359,0.2503,390,547
One Tree Hill,Flat,2,24,21,123,585,550,588,619,51,3.85,6.3682,0.0881,549,619
One Tree Hill,Flat,3,6,6,15,730,687,735,778,68,4,6.589,0.0947,682,775
One Tree Hill,House,1,18,0,27,663,520,593,790,179,4.09,6.4664,0.245,545,759
One Tree Hill,House,2,36,36,108,577,560,580,620,102,3.74,6.3169,0.3819,428,717
One Tree Hill,House,3,42,36,156,746,690,750,790,77,3.86,6.61,0.103,693,796
One Tree Hill,House,4,24,18,51,903,828,895,950,126,3.54,6.7964,0.1362,816,981
One Tree Hill,House,NA,21,15,42,815,640,750,905,267,3.78,6.6631,0.2772,649,944
Onehunga North,Apartment,2,15,6,30,578,545,570,600,57,3.87,6.3551,0.0983,539,615
Onehunga North,Flat,2,24,18,105,583,531,590,620,66,3.97,6.3615,0.1141,536,625
Onehunga North,House,1,9,0,15,657,525,635,790,174,4,6.4543,0.2733,528,764
Onehunga North,House,2,21,33,96,597,575,600,641,95,3.71,6.3741,0.2128,508,677
Onehunga North,House,3,48,45,120,665,596,700,789,185,3.88,6.4506,0.3409,503,797
Onehunga North,House,4,12,15,42,845,768,795,850,147,4,6.7273,0.1588,750,929
Onehunga North,House,NA,18,9,42,850,648,930,1025,229,4.09,6.7039,0.3118,661,1006
Onehunga West,Flat,1,6,12,30,423,395,440,455,53,4,6.0413,0.1305,385,459
Onehunga West,Flat,2,15,15,42,570,550,570,595,68,3.69,6.3383,0.1288,519,617
Onehunga West,House,1,12,0,18,681,583,670,683,197,3.95,6.4936,0.2406,562,777
Onehunga West,House,2,21,18,63,632,565,600,645,141,3.93,6.4306,0.18,550,701
Onehunga West,House,3,33,30,114,848,698,775,825,340,3.58,6.6981,0.2709,675,973
Onehunga West,House,4,18,18,57,837,750,795,953,297,4.12,6.4986,1.1112,314,1405
Onehunga West,House,NA,27,6,57,716,650,675,735,157,4.09,6.5524,0.2076,609,806
Oneroa West,House,1,6,3,9,757,643,775,900,161,3.72,6.6093,0.2195,640,860
Oneroa West,House,2,6,6,9,738,650,685,735,162,2.87,6.5861,0.1881,639,823
Oneroa West,House,3,15,6,15,925,805,850,988,190,3.48,6.8108,0.1974,794,1037
Oneroa West,House,NA,15,0,15,772,578,650,800,411,3.77,6.5652,0.385,548,920
Oneroa West,Room,NA,6,3,6,263,200,200,200,153,2.41,5.4743,0.4311,178,319
Orakei East,House,2,9,6,39,812,710,730,755,269,4.15,6.6653,0.2514,662,930
Orakei East,House,3,24,12,75,890,790,850,1000,228,3.91,6.738,0.3957,646,1102
Orakei East,House,4,18,9,36,1200,1100,1150,1256,193,3.84,7.0794,0.1451,1077,1309
Orakei East,House,5+,6,3,3,1263,1088,1200,1375,250,3.64,7.1269,0.1907,1095,1416
Orakei East,House,NA,12,9,18,1184,998,1250,1438,350,3.86,7.0253,0.3639,880,1438
Remuera Abbotts Park,Apartment,2,6,6,15,579,553,580,606,88,4.21,6.3521,0.1543,517,637
Remuera Abbotts Park,Flat,1,9,9,39,503,396,418,468,234,3.81,6.1515,0.3634,367,600
Remuera Abbotts Park,Flat,2,15,6,60,567,525,570,598,177,3.94,6.2564,0.5208,367,741
Remuera Abbotts Park,House,1,9,3,24,589,465,535,680,205,4.18,6.3319,0.3177,454,697
Remuera Abbotts Park,House,2,21,12,54,716,610,680,723,165,3.78,6.5531,0.1993,613,802
Remuera Abbotts Park,House,3,45,30,126,865,761,823,901,196,3.88,6.7416,0.1965,742,967
Remuera Abbotts Park,House,4,33,24,81,985,825,950,1195,190,3.87,6.8747,0.1903,851,1100
Remuera Abbotts Park,House,NA,15,15,27,1042,790,900,1250,310,3.87,6.9075,0.2968,818,1221
Remuera East,Apartment,2,9,3,18,718,695,720,750,49,4,6.5748,0.0686,684,751
Remuera East,House,2,6,3,21,671,650,780,801,277,3.81,6.4105,0.5686,414,892
Remuera East,House,3,24,18,57,913,840,925,1000,131,3.94,6.8067,0.1507,817,1001
Remuera East,House,4,9,18,39,1207,973,1150,1490,317,3.91,7.0658,0.2567,985,1393
Remuera East,House,NA,27,15,33,997,765,820,900,451,3.97,6.8368,0.3461,738,1176
Remuera North,Apartment,2,9,6,15,654,590,650,695,77,3.74,6.4766,0.1156,601,702
Remuera North,Flat,1,6,0,18,464,420,458,514,66,3.33,6.1317,0.1431,418,507
Remuera North,Flat,2,12,6,27,691,635,685,750,81,3.72,6.5312,0.1174,634,743
