area,dwell,nBedrms,nLodged,nClosed,nCurr,mean,lq,med,uq,sd,brr,lmean,lsd,slq,suq
Remuera North,House,1,6,3,9,791,545,745,919,336,3.61,6.6,0.4177,555,974
Remuera North,House,2,9,6,30,707,595,680,720,187,3.99,6.5328,0.2434,583,810
Remuera North,House,3,21,18,63,989,820,890,1100,242,4,6.8705,0.2291,825,1124
Remuera North,House,4,18,21,48,1311,1038,1150,1413,490,4,7.1244,0.3244,998,1546
Remuera North,House,5+,9,9,24,1216,1225,1250,1275,436,3.8,6.9989,0.5714,745,1611
Remuera North,House,NA,15,3,21,1135,880,995,1363,352,4,6.9924,0.2942,892,1327
Remuera South,Flat,1,12,9,39,434,350,425,479,114,3.65,6.0395,0.2718,349,504
Remuera South,Flat,2,9,6,54,616,580,620,660,52,4,6.4206,0.0851,580,651
Remuera South,House,1,15,6,24,712,590,695,825,191,3.94,6.5281,0.3068,556,841
Remuera South,House,2,12,15,33,788,644,785,902,170,4,6.6491,0.2117,669,891
Remuera South,House,3,21,30,96,897,796,885,900,233,3.92,6.7717,0.2319,746,1021
Remuera South,House,4,27,27,72,1123,990,1080,1300,264,3.85,7.0001,0.2185,946,1271
Remuera South,House,5+,9,12,18,1411,1310,1410,1500,158,3.87,7.247,0.1123,1301,1514
Remuera South,House,NA,39,15,57,799,420,795,1050,384,3.94,6.5688,0.4909,512,992
Remuera Waiata,Apartment,2,9,3,21,691,625,650,668,190,3.79,6.5109,0.2392,572,790
Remuera Waiata,Flat,2,12,6,27,634,581,625,688,71,4,6.4465,0.1103,585,679
Remuera Waiata,House,1,6,0,6,1002,724,773,1399,494,3.73,6.8119,0.4785,658,1255
Remuera Waiata,House,2,9,9,15,813,620,650,975,287,3.69,6.6518,0.3298,620,967
Remuera Waiata,House,3,15,12,57,838,765,900,935,321,4.31,6.3186,1.7651,169,1825
Remuera Waiata,House,4,15,9,39,943,425,995,1300,532,3.88,6.6542,0.7,484,1244
Remuera Waiata,House,NA,9,9,18,962,800,850,1116,244,4.18,6.8425,0.2337,800,1097
Remuera Waiatarua,Flat,1,6,0,6,561,443,500,619,184,3.37,6.2937,0.3035,441,664
Remuera Waiatarua,Flat,2,9,6,27,596,545,560,605,109,3.68,6.3781,0.1627,528,657
Remuera Waiatarua,House,2,6,3,36,641,560,665,691,98,3.99,6.4527,0.1569,571,705
Remuera Waiatarua,House,3,30,21,114,845,750,780,938,209,3.81,6.7091,0.2563,690,975
Remuera Waiatarua,House,4,18,18,48,927,876,983,1091,291,3.89,6.7428,0.5165,598,1201
Remuera Waiatarua,House,NA,9,3,21,922,808,950,1050,191,4,6.8042,0.2288,773,1052
Remuera Waitaramoa,Apartment,2,12,6,27,642,553,595,675,126,3.91,6.4492,0.1794,560,714
Remuera Waitaramoa,Apartment,3,6,0,12,1838,1550,1800,2088,879,3.2,7.4163,0.5405,1155,2394
Remuera Waitaramoa,Flat,1,6,3,15,551,499,540,593,84,3.79,6.3036,0.1508,494,605
Remuera Waitaramoa,House,1,9,3,18,995,575,1200,1380,427,4,6.8085,0.4743,658,1247
Remuera Waitaramoa,House,2,15,9,33,700,650,665,719,122,3.62,6.5389,0.1611,620,771
Remuera Waitaramoa,House,3,27,24,69,969,785,890,1080,336,3.76,6.8384,0.2585,784,1111
Remuera Waitaramoa,House,4,21,15,42,1362,935,1100,1600,787,3.94,7.0496,0.6212,758,1752
Remuera Waitaramoa,House,5,6,0,3,1486,1338,1473,1621,192,4,7.2977,0.1292,1354,1611
Remuera Waitaramoa,House,5+,9,15,21,1696,1250,1500,1900,506,4,7.3993,0.2807,1353,1976
Remuera Waitaramoa,House,NA,15,12,27,1446,850,1150,1600,1107,4,7.0766,0.6225,778,1802
Royal Oak East (Auckland),Apartment,2,6,3,24,584,565,593,605,47,3.88,6.3666,0.0825,551,615
Royal Oak East (Auckland),Flat,1,12,6,24,520,453,515,550,85,3.76,6.2412,0.1597,461,572
Royal Oak East (Auckland),Flat,2,33,21,144,572,525,570,600,55,3.98,6.3442,0.0938,534,606
Royal Oak East (Auckland),House,1,12,6,12,665,571,613,713,198,3.76,6.4613,0.2921,525,779
Royal Oak East (Auckland),House,2,12,21,75,581,576,598,618,98,3.78,6.3459,0.2278,489,665
Royal Oak East (Auckland),House,3,30,24,87,703,669,710,784,141,3.87,6.5307,0.2367,585,805
Royal Oak East (Auckland),House,4,12,12,36,648,355,658,914,290,3.9,6.3696,0.4824,422,808
Royal Oak East (Auckland),House,NA,36,15,42,909,695,1000,1100,230,3.96,6.7733,0.3033,712,1073
Royal Oak East (Auckland),Room,NA,12,3,9,449,423,460,470,45,2.59,6.1029,0.1013,418,479
Royal Oak West (Auckland),House,1,6,0,3,590,434,600,756,201,3.1,6.3339,0.3554,443,716
Royal Oak West (Auckland),House,2,9,6,24,712,585,620,860,159,3.78,6.5469,0.2121,604,804
Royal Oak West (Auckland),House,3,30,30,75,775,735,775,800,68,3.87,6.6495,0.0886,728,820
Royal Oak West (Auckland),House,4,24,15,51,964,891,945,1000,130,3.96,6.8635,0.1259,879,1042
Royal Oak West (Auckland),House,NA,12,12,27,675,240,655,1009,431,3.69,6.2957,0.7173,334,880
Saint Heliers North,Apartment,2,6,6,24,920,678,690,1074,393,4,6.7593,0.379,668,1113
Saint Heliers North,Apartment,3,9,6,9,884,708,850,1068,238,4,6.7532,0.2725,713,1030
Saint Heliers North,Flat,1,6,3,18,678,433,465,710,483,3.36,6.3669,0.5931,390,869
Saint Heliers North,Flat,2,6,9,48,673,540,635,676,224,4,6.4741,0.277,538,781
Saint Heliers North,House,2,12,9,36,845,698,725,760,357,3.78,6.6804,0.3345,636,998
Saint Heliers North,House,3,30,27,87,878,799,850,914,186,3.8,6.7534,0.2348,731,1004
Saint Heliers North,House,4,15,15,60,1252,960,1350,1450,333,3.86,7.0978,0.2784,1002,1459
Saint Heliers North,House,NA,9,21,21,1209,870,995,1350,508,4,7.0298,0.3779,876,1458
Saint Heliers South,Apartment,1,6,0,9,503,478,503,528,74,3.66,6.2103,0.1503,450,551
Saint Heliers South,Apartment,2,9,6,27,634,590,660,675,76,3.8,6.4451,0.1276,578,686
Saint Heliers South,Flat,1,12,3,30,499,465,465,499,75,3.8,6.2035,0.1383,450,543
Saint Heliers South,Flat,2,21,18,75,618,593,610,650,105,3.84,6.4145,0.1591,548,680
Saint Heliers South,House,2,24,12,39,698,600,663,746,139,3.87,6.5315,0.1847,606,777
Saint Heliers South,House,3,24,12,84,881,749,873,950,160,3.93,6.7669,0.1708,774,975
Saint Heliers South,House,4,12,18,54,1069,913,998,1079,294,4.08,6.9474,0.2245,894,1211
Saint Heliers South,House,5+,9,12,18,1310,1125,1250,1385,303,3.87,7.1571,0.2141,1111,1483
Saint Heliers South,House,NA,15,18,27,1240,750,875,1100,806,4,6.9866,0.4945,775,1510
Saint Heliers West,Apartment,2,6,12,21,693,610,685,775,102,3.81,6.5326,0.1465,623,759
Saint Heliers West,Apartment,NA,6,3,3,749,688,748,809,90,4,6.6129,0.1212,686,808
Saint Heliers West,Flat,2,6,6,27,630,588,650,683,63,3.48,6.4413,0.1023,585,672
Saint Heliers West,House,2,15,18,33,724,650,745,825,133,3.87,6.5683,0.1913,626,810
Saint Heliers West,House,3,21,15,60,887,785,810,930,357,3.79,6.7178,0.4005,631,1083
Saint Heliers West,House,4,18,18,45,1233,1100,1200,1350,246,3.8,7.0997,0.1938,1063,1381
Saint Heliers West,House,NA,12,9,24,1106,900,1125,1300,306,3.84,6.9702,0.2951,872,1299
Saint Johns East,Apartment,1,6,0,12,380,355,450,475,169,2.49,5.8177,0.6409,218,518
Saint Johns East,Apartment,2,12,9,33,560,496,550,614,71,3.87,6.32,0.1249,511,604
Saint Johns East,Flat,1,12,12,81,399,393,460,479,160,3.74,5.8586,0.623,230,533
Saint Johns East,Flat,2,30,30,162,556,524,550,601,73,3.65,6.311,0.1403,501,605
Saint Johns East,House,1,12,3,12,536,495,520,594,65,4,6.2767,0.1206,490,577
Saint Johns East,House,2,15,18,66,547,550,575,585,141,3.42,6.2381,0.4685,373,702
Saint Johns East,House,3,36,27,108,749,630,710,760,278,3.52,6.5775,0.2708,599,863
Saint Johns East,House,4,9,6,36,951,888,953,998,96,3.87,6.8527,0.1007,884,1013
Saint Johns West,House,2,6,3,9,754,734,768,788,50,4,6.6234,0.0675,719,788
Saint Johns West,House,3,18,18,69,836,758,830,858,112,4,6.7208,0.1226,764,901
Saint Johns West,House,4,15,18,57,966,850,940,1050,150,3.98,6.8625,0.1479,865,1056
Saint Johns West,House,NA,12,6,15,1004,839,910,1063,247,4,6.8871,0.2244,842,1140
Stonefields West,Apartment,1,6,6,9,530,510,545,565,57,2.94,6.2683,0.1123,489,569
Stonefields West,Apartment,2,6,6,21,731,728,735,753,37,4,6.5936,0.052,705,756
Stonefields West,House,3,18,12,33,914,868,893,920,86,4,6.8137,0.0882,858,966
Stonefields West,House,4,18,21,54,1032,973,1000,1113,120,3.9,6.9331,0.1165,948,1110
Stonefields West,House,NA,12,3,24,1063,984,1125,1200,171,4,6.9553,0.1774,930,1182
Three Kings East,Apartment,1,6,0,18,534,499,515,583,47,4,6.2766,0.0867,502,564
Three Kings East,Apartment,2,6,3,12,706,686,695,738,42,3.83,6.5579,0.059,677,733
Three Kings East,House,2,6,9,39,666,650,660,673,60,3.82,6.4982,0.0887,625,705
Three Kings East,House,3,18,15,45,823,750,813,899,163,3.97,6.6939,0.2014,705,925
Three Kings East,House,4,18,12,21,967,885,925,1015,145,3.6,6.864,0.1434,869,1054
Three Kings East,House,NA,12,6,24,802,645,770,910,193,3.91,6.6607,0.2442,662,921
Three Kings West,Flat,1,15,3,15,345,250,280,480,166,3.51,5.7497,0.4407,233,423
Three Kings West,House,2,9,6,21,676,608,670,705,129,3.86,6.5022,0.1826,589,754
Three Kings West,House,3,18,18,51,729,660,725,870,146,3.67,6.568,0.2363,607,835
Three Kings West,House,4,6,6,12,1033,899,955,1075,248,4,6.9193,0.2195,872,1173
Three Kings West,House,NA,9,3,12,855,750,890,900,140,4,6.7398,0.1617,758,943
Waikowhai North,House,1,9,3,12,531,409,550,625,134,4,6.2468,0.2566,434,614
Waikowhai North,House,2,9,6,21,565,550,560,630,94,4,6.322,0.1917,489,634
Waikowhai North,House,3,18,18,84,661,633,665,695,51,4,6.49,0.0809,624,695
Waikowhai North,House,4,9,6,21,760,730,750,805,72,3.68,6.6295,0.0952,710,807
Waikowhai North,House,NA,6,6,6,668,575,700,773,122,4,6.49,0.1911,579,749
Waikowhai South,Flat,1,6,6,15,499,424,460,503,148,3.48,6.182,0.2549,408,575
Waikowhai South,House,1,6,0,6,682,546,668,823,224,4,6.476,0.3486,513,821
Waikowhai South,House,3,18,12,51,731,695,740,765,70,3.76,6.5906,0.0962,682,777
Waikowhai South,House,4,9,9,33,896,880,915,950,114,3.62,6.7894,0.1359,811,974
Waikowhai South,House,5+,6,9,18,1037,870,993,1150,189,3.87,6.9299,0.1776,907,1153
Waikowhai South,House,NA,6,6,15,724,700,795,850,178,4.02,6.5544,0.2918,577,855
Awhitu,House,2,6,9,18,502,479,500,520,51,3.87,6.2139,0.1007,467,535
Awhitu,House,3,15,15,42,555,495,575,618,85,3.74,6.3077,0.1587,493,611
Bucklands Beach Central,Flat,2,6,6,15,585,550,585,620,40,3.53,6.3698,0.0692,557,612
Bucklands Beach Central,House,2,15,6,24,646,550,600,650,176,3.81,6.4455,0.2154,545,728
Bucklands Beach Central,House,3,9,15,60,770,735,770,860,103,3.91,6.6383,0.1402,695,840
Bucklands Beach Central,House,4,12,18,33,867,870,880,910,96,3.71,6.7586,0.1202,794,934
Bucklands Beach Central,House,NA,12,0,21,986,873,925,1038,235,3.99,6.8696,0.2295,825,1124
Bucklands Beach North,House,3,15,18,48,800,780,800,830,150,3.68,6.6678,0.1992,688,900
Bucklands Beach North,House,4,21,18,57,964,855,950,1075,147,3.75,6.8601,0.1507,861,1055
Bucklands Beach North,House,5+,15,9,24,1210,875,1000,1200,730,3.28,6.9888,0.4529,799,1472
Bucklands Beach North,House,NA,18,15,33,795,671,813,903,192,4,6.6492,0.2496,653,914
Bucklands Beach South,Flat,2,9,3,27,641,560,580,650,148,4,6.442,0.206,546,721
Bucklands Beach South,House,1,6,3,12,589,450,600,698,126,3.94,6.3572,0.2198,497,669
Bucklands Beach South,House,2,27,18,75,613,590,610,650,58,3.81,6.4136,0.0961,572,651
Bucklands Beach South,House,3,72,66,186,727,680,720,750,70,3.79,6.5841,0.094,679,771
Bucklands Beach South,House,4,33,27,99,904,795,840,930,384,3.64,6.7626,0.2623,725,1032
Bucklands Beach South,House,5+,18,18,27,985,923,958,1063,128,3.8,6.8852,0.1283,897,1066
Bucklands Beach South,House,NA,51,18,63,731,660,720,755,107,3.96,6.584,0.1401,658,795
Eastern Beach,House,2,18,15,30,658,580,650,663,162,3.81,6.4639,0.2288,550,749
Eastern Beach,House,3,18,12,60,773,700,760,830,107,3.84,6.6413,0.1357,699,840
Eastern Beach,House,4,15,15,39,961,880,975,1100,189,3.96,6.8477,0.2134,815,1088
Eastern Beach,House,NA,12,15,21,780,700,745,850,149,4.19,6.6428,0.1881,676,871
Farm Cove,House,1,9,3,9,709,535,695,880,183,3.32,6.535,0.2625,577,822
Farm Cove,House,2,6,6,18,668,645,673,695,33,3.28,6.5026,0.0493,645,689
Farm Cove,House,3,21,21,48,725,670,700,760,78,3.9,6.5812,0.104,673,774
Farm Cove,House,4,9,12,36,839,770,800,915,94,3.82,6.7265,0.1114,774,899
Farm Cove,House,5+,6,6,12,1353,1290,1400,1463,287,3.69,7.191,0.2295,1137,1550
Farm Cove,House,NA,12,3,21,817,700,870,890,141,3.96,6.6914,0.1775,715,908
Favona East,House,4,9,12,33,851,800,850,900,102,3.7,6.7397,0.1215,779,917
Favona East,House,NA,12,3,21,701,585,695,788,225,3.81,6.5076,0.3082,544,825
Favona North,House,3,18,15,63,653,594,663,705,71,4,6.475,0.1122,601,700
Favona North,House,4,9,6,27,817,675,780,850,183,3.58,6.6852,0.2121,694,924
Favona North,House,NA,9,3,18,662,550,660,735,111,3.99,6.4824,0.1659,584,731
Favona West,House,1,9,3,12,493,215,620,670,222,3.86,6.0752,0.5713,296,639
Favona West,House,2,6,15,36,573,550,550,561,50,3.76,6.3481,0.081,541,603
Favona West,House,3,18,21,69,658,634,650,691,46,3.88,6.4871,0.0709,626,689
Favona West,House,4,6,3,39,849,843,865,871,40,3.49,6.7429,0.0478,821,876
Favona West,House,NA,51,6,66,631,600,648,675,85,3.98,6.4283,0.2416,526,729
Glen Innes East-Wai O Taiki Bay,House,1,15,9,18,708,565,600,825,180,3.56,6.535,0.2439,584,812
Glen Innes East-Wai O Taiki Bay,House,2,39,21,213,418,132,405,650,288,3.72,5.7286,0.8518,173,546
Glen Innes East-Wai O Taiki Bay,House,3,48,30,339,589,280,710,773,269,3.71,6.1994,0.6966,308,788
Glen Innes East-Wai O Taiki Bay,House,4,36,18,117,661,200,828,879,336,3.76,6.2703,0.7765,313,893
Glen Innes East-Wai O Taiki Bay,House,5+,12,3,30,342,197,240,328,271,1.98,5.6502,0.5807,192,421
Glen Innes East-Wai O Taiki Bay,House,NA,42,15,75,715,643,708,799,189,4,6.5348,0.303,561,845
Glendowie South,House,1,6,3,3,756,544,750,963,254,4,6.5844,0.3449,574,913
Glendowie South,House,2,9,9,21,680,595,670,740,96,3.85,6.514,0.1385,614,741
Glendowie South,House,3,45,36,108,839,783,850,878,105,3.73,6.7252,0.1201,768,903
Glendowie South,House,4,18,21,54,1100,965,1050,1250,203,4,6.9879,0.1807,959,1224
Glendowie South,House,5+,6,6,12,1213,1100,1125,1238,193,3.76,7.0917,0.1491,1087,1329
Glendowie South,House,NA,12,12,24,910,800,880,990,170,4,6.798,0.1821,792,1013
Half Moon Bay North East,House,3,36,30,90,718,675,720,765,84,3.75,6.5701,0.1173,659,772
Half Moon Bay North East,House,4,24,21,69,861,818,855,900,96,3.66,6.7515,0.1185,790,927
Half Moon Bay North East,House,5+,6,6,12,910,858,980,1033,251,4,6.7786,0.3201,708,1091
Half Moon Bay North East,House,NA,15,9,18,878,840,900,920,93,4,6.7728,0.1094,812,941
Half Moon Bay South East,Apartment,2,6,0,3,580,575,580,585,16,4,6.3627,0.0282,569,591
Half Moon Bay South East,House,2,12,9,42,734,579,598,644,405,3.25,6.5202,0.3555,534,863
Half Moon Bay South East,House,3,69,54,186,681,650,680,700,43,4.02,6.522,0.0624,652,709
Half Moon Bay South East,House,4,18,12,42,783,760,790,815,51,3.78,6.6612,0.0658,748,817
Half Moon Bay South East,House,NA,12,6,21,696,640,680,780,106,4.05,6.5342,0.1536,621,763
Half Moon Bay West,House,2,9,15,30,597,565,580,618,47,3.65,6.3896,0.0772,565,627
Half Moon Bay West,House,3,21,18,57,712,665,700,750,69,3.93,6.5637,0.0942,665,755
Half Moon Bay West,House,4,18,6,48,844,753,840,890,165,3.96,6.72,0.193,728,944
Half Moon Bay West,House,NA,15,6,24,791,703,763,885,138,3.75,6.6594,0.1732,694,877
Mangere Bridge,House,1,18,0,24,565,603,620,650,203,4.12,6.2148,0.6102,331,755
Mangere Bridge,House,2,9,15,57,650,605,625,705,64,3.74,6.4733,0.0983,606,692
Mangere Bridge,House,3,24,12,81,791,695,720,808,350,3.6,6.6091,0.3571,583,944
Mangere Bridge,House,NA,18,6,30,715,628,708,778,102,4,6.563,0.1401,645,779
Mangere Bridge Ambury,House,1,15,0,18,647,523,645,775,145,3.73,6.4466,0.2369,537,740
Mangere Bridge Ambury,House,2,15,15,42,551,500,630,650,166,3.92,6.187,0.6952,304,777
Mangere Bridge Ambury,House,3,24,12,87,712,660,700,735,76,3.56,6.5628,0.1015,661,758
Mangere Bridge Ambury,House,NA,15,9,27,706,643,698,773,180,4.01,6.5279,0.263,573,817
Mangere Mountain View,House,1,18,3,21,561,453,650,678,210,3.89,6.1948,0.6508,316,760
Mangere Mountain View,House,3,24,75,159,688,670,695,750,87,3.89,6.5236,0.1535,614,755
Mangere Mountain View,House,4,12,15,63,691,600,818,875,275,4,6.4102,0.6109,403,918
Mangere Mountain View,House,NA,117,15,135,629,603,660,694,154,4.02,6.4133,0.2576,513,726
Mangere Mountain View,Room,NA,6,3,3,246,230,240,273,30,4,5.4984,0.1231,225,265
Mangere North,House,1,30,0,36,562,508,520,615,74,4,6.3233,0.1264,512,607
Mangere North,House,2,9,21,30,625,620,625,630,15,4,6.4375,0.0245,615,635
Mangere North,House,3,9,18,45,674,645,700,700,32,4,6.5117,0.0476,652,695
Mangere North,House,NA,78,12,81,568,500,575,616,90,4,6.3274,0.1915,492,637
Mangere West,House,2,12,15,27,610,583,612,629,35,4,6.4119,0.056,586,632
Mangere West,House,3,18,18,75,677,650,680,714,64,3.54,6.5133,0.0967,631,719
Mangere West,House,4,9,6,30,756,720,750,790,68,4,6.6239,0.0886,709,799
Mangere West,House,NA,39,3,42,613,550,600,650,118,4.02,6.3928,0.2639,500,714
Mount Wellington Central,Apartment,1,132,45,126,619,610,630,650,92,4.06,6.3526,0.7153,354,930
Mount Wellington Central,Apartment,2,99,33,117,769,750,760,790,78,3.99,6.64,0.1058,712,822
Mount Wellington Central,Apartment,3,6,0,6,1056,974,1037,1119,148,4,6.955,0.1381,955,1151
Mount Wellington Central,Boarding House,NA,18,0,18,373,370,370,385,16,3.99,5.9216,0.0418,363,384
Mount Wellington Central,Flat,1,9,3,18,453,420,440,480,46,3.95,6.1113,0.0991,422,482
Mount Wellington Central,Flat,2,21,18,84,548,530,535,570,110,4.04,6.2744,0.2979,434,649
Mount Wellington Central,House,1,18,9,21,526,435,570,653,216,3.91,6.116,0.6763,287,715
Mount Wellington Central,House,2,21,18,75,590,540,600,643,59,3.79,6.3753,0.1013,548,629
Mount Wellington Central,House,3,57,48,195,701,671,700,746,84,3.83,6.5413,0.1723,617,779
Mount Wellington Central,House,4,30,21,72,870,798,850,943,130,4.02,6.7576,0.1491,778,952
Mount Wellington Central,House,NA,33,12,48,705,608,730,806,220,3.83,6.4869,0.4505,484,890
Mount Wellington Central,Room,NA,15,3,9,402,400,400,405,17,2.52,5.9965,0.0408,391,413
Mount Wellington East,Apartment,2,9,6,27,502,483,500,523,72,3.65,6.2092,0.1503,449,550
Mount Wellington East,Flat,2,21,12,69,564,550,560,590,81,3.86,6.3237,0.1558,502,619
Mount Wellington East,House,1,6,3,15,528,460,535,601,164,4,6.2192,0.3569,395,639
Mount Wellington East,House,2,15,15,42,549,518,580,620,125,3.81,6.2665,0.3493,416,667
Mount Wellington East,House,3,30,30,123,848,645,690,760,842,3.04,6.5746,0.4966,513,1002
Mount Wellington East,House,4,9,9,33,791,750,760,850,112,3.88,6.6645,0.1366,715,860
Mount Wellington East,House,NA,21,15,27,709,611,650,788,184,3.97,6.5326,0.26,577,819
Mount Wellington East,Room,NA,9,3,9,420,390,430,450,39,2.65,6.0374,0.0933,393,446
Mount Wellington Ferndale,Apartment,2,12,15,30,585,535,610,673,129,3.82,6.337,0.3075,459,695
Mount Wellington Ferndale,Flat,1,6,0,18,430,360,443,501,83,3.46,6.0463,0.2032,368,485
Mount Wellington Ferndale,Flat,2,24,18,102,536,521,550,569,94,3.97,6.2569,0.2761,433,628
Mount Wellington Ferndale,Flat,3,6,0,21,582,513,565,640,83,4,6.3576,0.1405,525,634
Mount Wellington Ferndale,House,1,18,3,21,524,490,530,561,113,3.88,6.2371,0.2427,434,602
Mount Wellington Ferndale,House,2,42,42,93,568,550,580,618,92,3.84,6.3137,0.3043,450,678
Mount Wellington Ferndale,House,3,45,57,147,707,673,710,750,74,3.92,6.5549,0.1203,648,762
Mount Wellington Ferndale,House,4,18,12,45,781,711,795,829,74,3.97,6.6559,0.0959,729,829
Mount Wellington Ferndale,House,NA,21,12,27,667,620,650,688,136,4,6.4851,0.1877,577,744
Mount Wellington North East,Apartment,1,9,9,18,496,475,490,545,55,4,6.2001,0.113,457,532
Mount Wellington North East,Apartment,2,18,12,42,569,550,573,600,40,3.94,6.3418,0.0708,541,596
Mount Wellington North East,Flat,1,12,0,48,437,396,420,470,56,3.89,6.0728,0.1242,399,472
Mount Wellington North East,Flat,2,15,15,57,533,500,550,570,50,3.94,6.2748,0.0975,497,567
Mount Wellington North East,House,1,6,0,15,544,530,560,583,60,3.88,6.2924,0.1186,499,585
Mount Wellington North East,House,2,15,12,42,566,500,565,580,86,3.65,6.3292,0.1455,508,619
Mount Wellington North East,House,3,18,15,69,733,683,745,750,77,3.95,6.5925,0.1036,680,782
Mount Wellington North East,House,4,6,9,21,812,796,885,939,203,4,6.658,0.3414,619,981
Mount Wellington North East,House,5+,6,0,9,364,235,235,364,258,4,5.7497,0.5802,212,465
Mount Wellington North East,House,NA,6,6,6,720,633,675,763,161,4,6.5619,0.2111,614,816
Mount Wellington North West,Apartment,1,12,6,21,477,450,470,500,42,3.84,6.1636,0.0865,448,504
Mount Wellington North West,Apartment,2,9,9,24,561,505,560,600,55,3.9,6.3252,0.0975,523,596
Mount Wellington North West,Flat,1,6,6,18,450,433,465,483,50,3.79,6.1044,0.1153,414,484
Mount Wellington North West,Flat,2,27,12,84,698,520,580,600,484,3.04,6.4371,0.3968,478,816
Mount Wellington North West,House,1,9,3,18,550,455,600,635,122,3.93,6.2848,0.2361,457,629
Mount Wellington North West,House,2,21,30,72,598,545,600,640,62,3.83,6.3886,0.1031,555,638
Mount Wellington North West,House,3,36,27,93,706,650,680,710,98,3.89,6.5515,0.1289,642,764
Mount Wellington North West,House,4,6,3,21,944,839,900,1063,151,4,6.8398,0.1576,840,1039
Mount Wellington North West,House,NA,21,12,27,737,650,700,825,176,3.93,6.577,0.2279,616,838
Mount Wellington South East,Flat,2,12,9,48,511,486,515,540,55,3.91,6.2299,0.1117,471,547
Mount Wellington South East,House,1,9,3,9,499,463,480,613,169,4,6.1403,0.4594,341,633
Mount Wellington South East,House,2,15,21,39,644,570,680,715,83,3.88,6.4603,0.1313,585,698
Mount Wellington South East,House,3,27,36,78,669,635,685,720,60,3.89,6.5025,0.0921,627,710
