area,dwell,nBedrms,nLodged,nClosed,nCurr,mean,lq,med,uq,sd,brr,lmean,lsd,slq,suq
Mairangi Bay South,House,5+,6,6,27,1373,1135,1300,1538,429,4,7.1889,0.3055,1078,1628
Mairangi Bay South,House,NA,9,6,21,860,755,880,950,193,3.57,6.7318,0.2417,712,987
Mangawhai,House,1,15,3,12,662,620,650,700,72,3.72,6.4891,0.1092,611,708
Mangawhai,House,3,12,21,30,688,630,680,699,106,3.65,6.5239,0.1401,620,749
Mangawhai,House,4,6,9,9,598,613,675,715,208,3.95,6.3029,0.5354,381,784
Mangawhai,House,NA,9,6,12,659,650,650,675,86,4,6.4826,0.1337,597,715
Mangere Bridge,House,1,33,6,36,613,600,650,750,193,4.38,6.3244,0.529,391,797
Mangere Bridge,House,2,12,15,57,672,626,685,713,66,4.01,6.5052,0.0998,625,715
Mangere Bridge,House,3,21,21,78,708,683,700,790,178,3.81,6.5172,0.3482,535,856
Mangere Bridge,House,5+,6,6,12,1213,1163,1200,1250,144,3.26,7.0952,0.1176,1114,1306
Mangere Bridge,House,NA,9,6,30,717,646,708,769,89,3.55,6.5683,0.1231,655,774
Mangere Bridge Ambury,House,1,27,3,33,680,625,695,795,142,3.99,6.498,0.232,568,776
Mangere Bridge Ambury,House,2,6,12,45,602,560,623,650,55,3.89,6.3963,0.0935,563,639
Mangere Bridge Ambury,House,3,18,21,75,730,673,705,760,89,3.89,6.586,0.1173,670,785
Mangere Bridge Ambury,House,NA,6,6,24,775,658,690,790,221,4,6.6244,0.2504,636,892
Mangere Central,House,1,15,0,9,707,660,720,790,112,4.18,6.5474,0.1736,620,784
Mangere Central,House,2,6,3,21,592,560,595,738,201,3.98,6.3002,0.5023,388,764
Mangere Central,House,3,15,15,72,691,650,675,700,76,3.86,6.5332,0.1034,641,737
Mangere Central,House,5+,6,3,15,869,768,850,950,180,3.68,6.7509,0.2054,744,982
Mangere Central,House,NA,12,9,24,627,600,608,631,48,4,6.4379,0.0727,595,657
Mangere East,Apartment,2,6,0,3,524,511,530,543,29,4,6.2599,0.0556,504,543
Mangere East,House,1,24,0,30,641,579,605,705,127,4.09,6.4456,0.1911,554,717
Mangere East,House,2,12,15,36,599,550,573,623,92,3.84,6.385,0.1433,538,653
Mangere East,House,3,24,30,117,675,631,678,711,79,3.67,6.5087,0.1195,619,727
Mangere East,House,4,9,9,45,772,750,780,790,40,4.22,6.6473,0.0522,744,798
Mangere East,House,5+,6,6,9,950,950,950,950,,4,6.8565,0,950,950
Mangere East,House,NA,15,15,51,664,598,685,764,154,4.02,6.4696,0.2633,540,771
Mangere Mascot,House,1,60,0,60,499,440,500,595,231,4.04,6.0719,0.6013,289,650
Mangere Mascot,House,2,12,15,21,591,573,600,620,39,3.85,6.3795,0.0677,563,617
Mangere Mascot,House,3,18,15,72,658,610,650,720,77,3.85,6.4828,0.1191,603,708
Mangere Mascot,House,4,6,6,18,730,700,725,773,46,4,6.5913,0.0638,698,761
Mangere Mascot,House,NA,15,18,33,648,610,650,760,193,4,6.3819,0.5575,406,861
Mangere Mountain View,House,1,90,3,90,586,420,650,693,195,3.93,6.2828,0.5078,380,754
Mangere Mountain View,House,3,24,54,147,671,658,690,700,82,3.85,6.5,0.1475,602,735
Mangere Mountain View,House,4,6,12,57,670,600,768,829,248,4,6.4006,0.5734,409,887
Mangere Mountain View,House,NA,66,27,117,588,400,650,679,175,3.99,6.3338,0.2921,463,686
Mangere North,Apartment,1,6,21,42,515,500,510,525,19,4,6.2437,0.0369,502,528
Mangere North,Apartment,3,6,0,3,660,650,650,665,17,3.98,6.492,0.0261,648,672
Mangere North,House,1,51,6,66,564,490,590,615,85,3.96,6.3221,0.1768,494,627
Mangere North,House,2,9,9,30,601,595,595,608,15,3.72,6.3979,0.0246,591,611
Mangere North,House,3,9,21,42,645,650,700,700,160,3.9,6.4142,0.4144,462,807
Mangere North,House,NA,48,18,75,561,500,500,608,70,4,6.3217,0.1221,513,604
Mangere South,House,1,9,0,9,727,645,680,785,200,4.17,6.5575,0.2718,586,846
Mangere South,House,3,9,9,63,664,635,675,680,27,4,6.4975,0.0405,646,682
Mangere South,House,4,9,6,42,784,780,800,805,53,4,6.6618,0.0712,745,820
Mangere South East,House,1,12,0,12,539,302,600,709,265,4.17,6.1429,0.6112,308,703
Mangere South East,House,3,12,9,54,611,569,615,676,89,3.92,6.4039,0.1582,543,672
Mangere South East,House,4,9,3,39,815,788,830,845,37,3.86,6.7023,0.0457,790,840
Mangere South East,House,NA,6,3,21,832,710,770,800,237,4,6.6957,0.2458,685,955
Mangere West,House,1,24,6,27,610,561,615,679,123,4,6.3823,0.2892,486,719
Mangere West,House,2,9,12,18,621,580,625,655,47,4,6.4284,0.0752,589,651
Mangere West,House,3,18,12,72,689,658,680,746,68,3.7,6.531,0.1029,640,735
Mangere West,House,4,6,6,27,751,715,765,783,55,4,6.6193,0.0745,713,788
Mangere West,House,NA,12,12,33,619,553,598,638,101,4,6.4173,0.1515,553,678
Manly East,House,1,18,3,24,681,648,678,748,73,4.57,6.5174,0.1097,629,729
Manly East,House,2,15,24,54,591,585,600,625,73,3.58,6.3726,0.1501,529,648
Manly East,House,3,30,27,93,740,675,700,800,121,3.79,6.5944,0.16,656,814
Manly East,House,5+,6,0,6,955,915,960,1000,53,3.96,6.8606,0.0552,919,990
Manly East,House,NA,9,9,12,787,663,745,750,281,4,6.6256,0.2982,617,922
Manly West,Apartment,2,6,0,3,573,548,560,585,40,4,6.3482,0.0688,546,599
Manly West,House,1,12,0,18,683,555,605,808,225,4.41,6.4807,0.3066,531,802
Manly West,House,2,9,12,24,640,590,630,690,79,3.38,6.4546,0.1229,585,691
Manly West,House,3,9,15,39,741,685,700,740,116,3.73,6.5994,0.1417,668,808
Manly West,House,4,6,6,27,788,680,765,865,140,3.82,6.6571,0.1743,692,875
Manly West,House,5+,6,3,9,946,866,920,1000,150,4,6.8434,0.1547,845,1041
Manukau Central,Apartment,1,54,60,135,479,433,450,503,83,3.79,6.1595,0.1441,429,521
Manukau Central,Apartment,2,15,21,42,566,540,545,560,62,3.87,6.3332,0.1011,526,603
Manukau Central,House,1,75,9,84,499,420,490,550,96,4,6.1954,0.1857,433,556
