area,dwell,nBedrms,nLodged,nClosed,nCurr,mean,lq,med,uq,sd,brr,lmean,lsd,slq,suq
Mount Eden South,House,1,21,3,24,899,580,750,1248,394,4.16,6.712,0.4353,613,1103
Mount Eden South,House,2,12,15,45,745,580,680,826,236,3.66,6.5698,0.3019,582,874
Mount Eden South,House,3,27,24,72,808,745,780,890,105,3.91,6.686,0.1297,734,874
Mount Eden South,House,4,30,27,63,1009,899,1025,1100,178,3.62,6.9012,0.1844,877,1125
Mount Eden South,House,5+,9,3,15,1139,1100,1200,1238,178,3.54,7.0262,0.1728,1002,1265
Mount Eden South,House,NA,9,15,18,1087,860,1050,1300,283,4,6.9588,0.2733,875,1265
Mount Eden West,Apartment,1,33,18,42,512,463,520,550,54,3.98,6.2326,0.1103,473,548
Mount Eden West,Apartment,2,12,6,18,633,608,635,663,66,3.92,6.4458,0.108,586,678
Mount Eden West,Flat,1,15,21,81,399,405,440,460,133,3.83,5.8771,0.594,239,533
Mount Eden West,Flat,2,12,18,45,529,475,535,565,70,3.66,6.2637,0.1325,480,574
Mount Eden West,House,1,42,3,51,766,530,610,875,376,3.88,6.5471,0.4187,526,925
Mount Eden West,House,3,9,15,57,832,798,850,905,232,3.88,6.6706,0.3818,610,1021
Mount Eden West,House,4,9,9,39,1015,863,990,1075,221,3.71,6.9039,0.1931,875,1135
Mount Eden West,House,NA,6,12,21,1076,659,800,1115,769,3.05,6.8023,0.6073,597,1355
Mount Eden West,Room,1,6,0,15,231,230,245,313,118,3.57,5.0191,1.4493,57,402
Mount Roskill Central North,Flat,2,6,3,27,531,473,538,596,78,3.44,6.2671,0.1475,477,582
Mount Roskill Central North,House,1,18,3,18,722,665,700,800,155,3.92,6.5576,0.2302,603,823
Mount Roskill Central North,House,2,12,6,42,657,585,623,629,176,4.45,6.4632,0.2123,556,740
Mount Roskill Central North,House,3,36,30,117,741,663,720,879,113,3.85,6.5972,0.1533,661,813
Mount Roskill Central North,House,4,15,12,42,886,795,899,935,126,4.12,6.7773,0.1415,798,966
Mount Roskill Central North,House,5+,9,3,18,1025,950,1025,1090,140,3.75,6.9244,0.1378,927,1116
Mount Roskill Central South,House,1,18,3,18,717,650,735,768,129,3.92,6.5601,0.1737,628,794
Mount Roskill Central South,House,3,36,18,72,699,710,710,750,113,3.59,6.5281,0.2367,583,803
Mount Roskill Central South,House,4,9,3,27,808,755,800,845,98,3.88,6.6879,0.1234,739,872
Mount Roskill North,Apartment,1,6,9,18,500,475,510,535,53,4,6.2102,0.1089,463,536
Mount Roskill North,Apartment,2,6,6,12,628,558,630,700,84,4,6.435,0.1342,569,682
Mount Roskill North,Flat,1,6,3,27,503,479,520,520,31,3.31,6.2179,0.0635,481,524
Mount Roskill North,House,1,21,3,27,692,545,675,873,230,4.05,6.4853,0.3483,518,829
Mount Roskill North,House,2,15,15,51,658,565,600,695,160,3.7,6.4659,0.211,558,741
Mount Roskill North,House,3,30,42,123,767,710,780,823,97,3.63,6.6352,0.125,700,828
Mount Roskill North,House,4,12,15,60,810,813,850,909,174,4.01,6.6667,0.2826,649,951
Mount Roskill North,House,5+,6,3,15,1042,1010,1085,1138,159,4.09,6.9376,0.1679,920,1154
Mount Roskill South,Flat,2,6,3,18,534,515,535,554,29,4,6.2788,0.055,514,553
Mount Roskill South,House,1,9,0,9,722,640,710,858,143,4.2,6.5622,0.2133,613,817
Mount Roskill South,House,3,15,12,75,721,660,700,805,102,3.95,6.5708,0.148,646,789
Mount Roskill South,House,4,21,15,48,860,795,840,950,105,3.88,6.7502,0.1212,787,927
Mount Roskill South,House,NA,6,9,24,706,550,725,938,347,4,6.4011,0.7039,375,969
Mount Roskill White Swan,House,1,36,3,39,676,588,665,743,190,4.16,6.455,0.4259,477,847
Mount Roskill White Swan,House,2,18,12,48,621,576,640,670,67,3.61,6.4261,0.1133,572,667
Mount Roskill White Swan,House,3,48,54,177,693,666,700,750,81,3.81,6.5322,0.1509,620,761
Mount Roskill White Swan,House,4,18,18,54,807,753,808,850,74,3.84,6.6895,0.0926,755,856
Mount Roskill White Swan,House,5+,6,3,15,1003,955,1045,1093,130,4,6.9035,0.1364,908,1092
Mount Roskill White Swan,House,NA,9,18,27,677,590,680,700,131,3.88,6.5024,0.1774,592,751
Mount St John,Apartment,1,6,9,12,507,459,514,563,69,4,6.2215,0.1378,459,552
Mount St John,Apartment,2,9,12,27,621,555,580,683,96,4,6.4216,0.148,557,680
Mount St John,Flat,1,6,6,24,433,406,430,456,37,4,6.0669,0.0845,407,457
Mount St John,Flat,2,24,27,96,597,561,580,620,58,3.96,6.3877,0.0942,558,633
Mount St John,Flat,3,6,6,18,704,665,688,736,60,3.48,6.5541,0.0836,664,743
Mount St John,House,1,51,6,54,697,405,580,875,331,4.03,6.4496,0.4337,472,847
Mount St John,House,2,12,15,45,820,675,718,749,452,3.06,6.6355,0.3377,607,956
Mount St John,House,3,12,18,84,907,769,865,983,203,4.12,6.7905,0.1964,779,1015
Mount St John,House,4,15,15,51,1216,1050,1150,1150,564,3.49,7.0384,0.3422,905,1435
Mount St John,House,5+,6,6,24,1312,1080,1388,1470,742,3.98,6.9346,0.929,549,1922
Mount St John,House,NA,24,21,42,546,375,385,705,291,3.86,6.1969,0.4408,365,661
Mount Wellington Central,Apartment,1,105,66,144,615,600,615,650,59,3.9,6.4161,0.1062,569,657
Mount Wellington Central,Apartment,2,78,51,132,754,749,765,805,104,3.9,6.6146,0.15,674,825
Mount Wellington Central,Apartment,3,9,3,9,1111,1062,1150,1175,121,4,7.0072,0.1139,1023,1193
Mount Wellington Central,Boarding House,NA,9,3,15,373,370,370,380,14,4,5.9206,0.0371,363,382
Mount Wellington Central,Flat,2,12,24,75,533,530,550,595,116,3.85,6.2377,0.3535,403,649
Mount Wellington Central,House,1,42,6,48,616,538,645,713,269,3.99,6.2865,0.6148,355,813
Mount Wellington Central,House,2,18,18,78,595,553,610,646,58,4.05,6.3839,0.0999,554,634
Mount Wellington Central,House,3,45,42,195,712,680,715,740,109,3.93,6.5519,0.2004,612,802
Mount Wellington Central,House,4,30,15,78,969,850,880,900,493,3.8,6.8202,0.2801,758,1107
Mount Wellington Central,House,5+,6,3,15,896,799,895,993,114,4,6.7921,0.1278,817,971
Mount Wellington Central,House,NA,12,21,36,531,408,520,713,215,3.5,6.1544,0.5979,315,705
Mount Wellington Central,Room,NA,6,12,3,400,400,400,400,19,3.33,5.9905,0.0475,387,413
Mount Wellington East,Apartment,2,12,9,21,521,483,518,579,86,3.5,6.2425,0.1761,457,579
Mount Wellington East,Flat,2,18,12,72,575,550,560,585,64,3.89,6.3488,0.1006,534,612
Mount Wellington East,House,1,21,3,27,652,568,650,715,191,3.85,6.4383,0.3096,507,771
Mount Wellington East,House,2,12,18,42,545,491,513,594,64,3.65,6.294,0.114,501,585
Mount Wellington East,House,3,24,18,129,659,615,678,713,127,4.08,6.458,0.3087,518,785
Mount Wellington East,House,4,21,9,39,769,720,750,850,84,3.09,6.6398,0.1075,711,822
Mount Wellington East,House,NA,9,15,21,661,600,645,650,234,3.72,6.4453,0.3234,506,783
Mount Wellington East,Room,1,9,3,3,393,385,395,425,48,2.5,5.9661,0.1344,356,427
Mount Wellington East,Room,NA,6,6,3,421,389,440,450,43,2.87,6.0378,0.1048,390,450
Mount Wellington Ferndale,Apartment,2,18,9,33,587,528,575,650,79,3.81,6.3663,0.1349,531,637
Mount Wellington Ferndale,Flat,2,18,24,87,568,524,568,605,48,4,6.3379,0.084,534,599
Mount Wellington Ferndale,House,1,54,3,54,613,520,598,713,142,4.13,6.3896,0.2529,502,706
Mount Wellington Ferndale,House,2,27,33,96,565,545,580,605,106,3.72,6.2972,0.3618,425,693
Mount Wellington Ferndale,House,3,33,51,141,698,650,700,750,69,3.9,6.544,0.1026,649,745
Mount Wellington Ferndale,House,4,12,12,42,764,700,740,838,93,3.96,6.632,0.1218,699,824
Mount Wellington Ferndale,House,NA,9,9,24,685,600,630,690,173,4,6.505,0.2271,574,779
Mount Wellington North East,Apartment,1,9,12,18,488,440,490,545,60,4,6.1842,0.1244,446,527
Mount Wellington North East,Apartment,2,18,21,39,578,555,585,608,37,4.12,6.3582,0.0651,552,603
Mount Wellington North East,Flat,2,12,18,57,565,550,570,583,38,3.83,6.3347,0.0692,538,591
Mount Wellington North East,Flat,3,6,6,9,613,588,615,640,32,4,6.4165,0.0524,591,634
Mount Wellington North East,House,1,24,0,27,525,430,550,584,99,4.24,6.2475,0.1873,455,586
Mount Wellington North East,House,2,15,15,39,566,495,570,650,85,3.92,6.3286,0.1515,506,621
Mount Wellington North East,House,3,12,15,66,708,653,703,749,82,3.98,6.5556,0.1142,651,759
Mount Wellington North East,House,4,12,12,24,787,780,808,888,170,4.23,6.6366,0.2906,627,928
Mount Wellington North East,House,NA,6,6,6,683,573,615,725,183,3.8,6.5016,0.2466,564,787
Mount Wellington North West,Apartment,1,6,6,18,465,450,450,488,32,3.85,6.1401,0.068,443,486
Mount Wellington North West,Apartment,2,12,6,27,544,504,548,568,41,3.92,6.2955,0.0752,515,570
Mount Wellington North West,Flat,2,12,15,81,557,510,570,599,51,3.87,6.3188,0.0941,521,591
Mount Wellington North West,House,1,36,6,36,605,508,620,694,135,4.25,6.3615,0.3635,453,740
Mount Wellington North West,House,2,18,24,69,593,558,590,635,58,3.88,6.3809,0.0989,552,631
Mount Wellington North West,House,3,30,21,90,733,650,680,800,110,3.89,6.5865,0.1419,659,798
Mount Wellington North West,House,4,6,6,24,896,795,833,925,159,4,6.7849,0.1656,791,989
Mount Wellington North West,House,NA,6,15,21,668,643,673,700,118,4,6.4899,0.1865,581,747
Mount Wellington South East,Apartment,2,6,3,9,533,506,533,548,55,4,6.2747,0.1024,496,569
Mount Wellington South East,Flat,2,9,12,42,491,460,480,520,55,3.69,6.1911,0.112,453,527
Mount Wellington South East,House,1,27,3,33,591,520,595,650,138,4.36,6.3471,0.2971,467,697
Mount Wellington South East,House,2,6,9,36,585,553,575,590,51,3.66,6.3686,0.0835,551,617
Mount Wellington South East,House,3,18,21,78,678,650,700,710,47,3.79,6.5165,0.0701,645,709
Mount Wellington South East,House,NA,15,6,27,626,605,620,695,169,4,6.3646,0.5007,414,814
Mount Wellington South West,Flat,2,12,12,27,553,508,555,595,59,3.52,6.3092,0.1085,511,591
Mount Wellington South West,House,1,54,6,54,701,650,700,784,136,4.2,6.5265,0.2616,573,815
Mount Wellington South West,House,2,48,42,75,618,600,630,650,56,3.95,6.4215,0.0936,577,655
Mount Wellington South West,House,3,42,48,126,662,645,680,720,122,3.82,6.4721,0.2339,552,757
Mount Wellington South West,House,4,15,21,33,737,720,760,850,166,3.69,6.5627,0.3383,564,890
Mount Wellington South West,House,NA,60,24,99,697,650,700,750,89,4.82,6.5382,0.1345,631,757
Mount Wellington South West,Room,1,6,0,6,317,298,350,350,55,3.63,5.7434,0.1932,274,356
Mount Wellington West,Flat,2,6,6,18,496,510,540,553,130,3.83,6.1539,0.3929,361,613
Mount Wellington West,House,1,30,3,30,707,650,700,760,108,4.12,6.5495,0.1559,629,776
Mount Wellington West,House,2,21,18,48,619,555,625,670,59,3.67,6.4238,0.0964,578,658
Mount Wellington West,House,3,45,54,153,690,650,700,750,139,3.84,6.5075,0.2776,556,808
Mount Wellington West,House,4,15,15,45,797,796,850,910,202,6.75,6.6191,0.4447,555,1011
Mount Wellington West,House,NA,15,12,33,737,670,750,790,72,4.15,6.5976,0.0973,687,783
Murrays Bay East,House,1,9,3,12,950,660,850,1350,399,3.91,6.7681,0.4603,638,1186
Murrays Bay East,House,2,9,3,27,657,530,600,675,213,3.26,6.4508,0.2804,524,765
Murrays Bay East,House,3,18,18,54,853,738,795,931,189,3.86,6.7299,0.1929,735,953
Murrays Bay East,House,4,12,12,33,1216,915,998,1188,570,3.86,7.0362,0.3464,900,1436
Murrays Bay East,House,5+,6,6,15,1347,1033,1190,1363,546,3.99,7.1497,0.3476,1008,1610
Murrays Bay West,House,1,24,0,27,833,685,850,915,240,4.24,6.6819,0.3117,647,985
Murrays Bay West,House,3,12,18,60,766,743,765,800,80,4,6.6356,0.1076,708,819
Murrays Bay West,House,4,9,15,51,1068,980,1150,1200,178,3.42,6.9596,0.1798,933,1189
Murrays Bay West,House,5+,6,6,18,818,535,750,1213,416,3.82,6.5697,0.5862,480,1059
Murrays Bay West,House,NA,6,6,24,988,735,1075,1138,313,4,6.849,0.3458,747,1191
Narrow Neck,Flat,1,6,3,21,513,448,473,493,138,3.79,6.2162,0.2201,432,581
Narrow Neck,Flat,2,6,6,33,662,571,595,656,172,4.25,6.4713,0.2265,555,753
Narrow Neck,House,1,24,3,27,735,506,700,898,257,4.47,6.5465,0.3299,558,870
Narrow Neck,House,2,9,18,39,717,620,690,800,120,4.02,6.5628,0.1613,635,790
Narrow Neck,House,3,27,30,87,848,785,850,900,130,3.66,6.7314,0.1529,756,929
Narrow Neck,House,4,9,12,27,1507,950,1100,1500,869,3.67,7.1984,0.4902,961,1861
Narrow Neck,House,5+,6,6,6,1360,1253,1385,1493,162,3.76,7.2098,0.1213,1246,1468
New Lynn Central,Apartment,1,6,9,24,474,450,460,490,31,3.98,6.1589,0.0634,453,494
New Lynn Central,Apartment,2,9,9,45,555,540,565,595,81,4,6.3075,0.1669,490,614
New Lynn Central,House,1,6,0,9,531,480,508,581,59,4,6.2699,0.1091,491,569
New Lynn Central,House,NA,9,12,18,504,485,500,540,43,4,6.2199,0.0877,474,533
New Lynn Central South,Apartment,1,15,21,69,379,380,385,420,85,4,5.8895,0.3914,277,470
New Lynn Central South,House,1,66,6,66,535,419,598,696,215,4.03,6.1617,0.5617,325,693
New Lynn Central South,House,2,15,12,78,574,540,595,610,42,3.85,6.3504,0.0764,544,603
New Lynn Central South,House,3,33,39,135,650,615,640,700,57,3.9,6.4732,0.0874,610,687
New Lynn Central South,House,NA,21,9,54,634,570,600,698,97,4,6.4428,0.1382,572,690
New Lynn North,Flat,2,6,9,60,581,524,550,570,147,3.6,6.3408,0.2213,489,659
New Lynn North,House,1,48,3,51,550,440,590,640,126,3.72,6.2727,0.3166,428,656
New Lynn North,House,2,18,27,90,568,535,588,600,61,3.96,6.3359,0.1125,523,609
New Lynn North,House,3,27,42,129,664,630,650,700,59,4.01,6.4947,0.0904,622,703
New Lynn North,House,4,9,6,33,741,630,750,830,107,4,6.5981,0.1449,665,809
New Lynn North,House,NA,15,9,39,564,430,480,680,167,3.67,6.2956,0.2848,447,657
New Lynn North West,Boarding House,NA,6,12,3,340,340,340,340,,4,5.8289,0,340,340
New Lynn North West,Flat,1,6,6,18,385,345,380,420,55,4,5.9456,0.1425,347,421
New Lynn North West,House,1,54,6,60,556,500,585,658,169,4.03,6.2386,0.4847,369,710
New Lynn North West,House,2,21,27,72,570,530,565,630,66,4,6.3397,0.1212,522,615
New Lynn North West,House,3,45,51,141,608,590,650,700,153,3.74,6.3645,0.3339,464,728
New Lynn North West,House,4,9,21,42,722,695,695,750,53,4,6.5794,0.0718,686,756
New Lynn North West,House,NA,12,15,27,580,525,573,625,214,4,6.2681,0.5281,369,753
New Lynn Seabrook,Flat,1,6,3,30,449,399,450,500,59,4,6.0999,0.1326,408,488
New Lynn Seabrook,House,1,33,0,36,598,500,630,670,130,3.95,6.3686,0.2308,499,681
New Lynn Seabrook,House,2,6,12,60,571,556,583,635,89,3.08,6.3358,0.1703,503,633
New Lynn Seabrook,House,3,24,42,117,673,650,673,690,47,3.79,6.5099,0.0685,641,704
New Lynn Seabrook,House,NA,6,12,27,597,534,683,713,210,4,6.2991,0.5277,381,777
New Lynn South,Apartment,2,12,6,30,535,520,540,550,44,4,6.2791,0.0832,504,564
New Lynn South,Flat,2,15,24,81,505,500,525,555,109,3.77,6.1823,0.3616,379,618
New Lynn South,House,1,51,3,60,651,540,650,750,170,4.07,6.4307,0.3645,485,794
New Lynn South,House,2,21,36,81,496,515,545,573,167,3.77,6.081,0.631,286,670
New Lynn South,House,3,39,45,207,666,630,675,700,96,3.69,6.4883,0.1828,581,744
New Lynn South,House,4,21,12,66,789,755,790,833,89,3.93,6.6652,0.11,729,845
New Lynn South,House,NA,12,6,48,719,619,670,805,152,3.9,6.5587,0.2036,615,809
New Windsor North,Apartment,4,6,0,6,408,400,400,420,10,4,6.0098,0.0253,401,414
New Windsor North,House,1,36,6,33,595,420,650,730,169,4,6.3456,0.3004,465,698
New Windsor North,House,2,9,6,18,578,558,595,600,29,4,6.3579,0.0517,557,598
New Windsor North,House,3,36,36,135,674,643,680,700,63,3.95,6.5092,0.1007,627,718
New Windsor North,House,4,30,15,60,743,669,800,850,206,3.59,6.5635,0.3286,568,885
New Windsor North,House,NA,30,18,39,559,420,470,710,157,4,6.2883,0.277,447,649
New Windsor South,House,1,30,0,36,669,550,650,730,213,4.24,6.4521,0.3592,498,808
New Windsor South,House,2,12,12,27,606,558,590,620,82,4,6.3994,0.1242,553,654
New Windsor South,House,3,45,48,180,682,650,680,720,88,3.82,6.514,0.1565,607,750
New Windsor South,House,4,21,18,69,663,465,750,865,301,3.72,6.3363,0.659,362,881
New Windsor South,House,5+,6,3,15,713,656,850,908,374,4,6.3686,0.8576,327,1040
New Windsor South,House,NA,6,6,27,764,638,705,963,213,4,6.6025,0.2901,606,896
Newmarket,Apartment,1,45,33,129,526,450,500,550,138,3.68,6.2419,0.2013,449,589
Newmarket,Apartment,2,57,51,150,681,600,643,745,116,3.91,6.508,0.1794,594,757
Newmarket,Apartment,3,21,21,102,831,760,800,900,192,4.02,6.6941,0.258,679,961
Newmarket,Boarding House,1,6,6,0,313,309,313,316,6,3.99,5.7444,0.0207,308,317
Newmarket,Flat,1,6,9,36,443,413,465,493,94,3.66,6.0697,0.236,369,507
Newmarket,Flat,2,6,3,30,612,520,620,705,161,3.84,6.3851,0.2792,491,716
Newmarket,House,1,75,9,81,692,563,600,770,230,4.01,6.4958,0.282,548,801
Newmarket,House,2,9,9,27,673,565,650,758,128,3.92,6.4961,0.1801,587,748
Newmarket,House,3,18,12,60,922,818,940,981,189,3.72,6.8061,0.2088,785,1040
Newmarket,House,4,6,9,30,1086,1098,1225,1250,325,3.72,6.9144,0.4924,722,1403
Newmarket,House,NA,30,30,75,749,600,638,756,264,4,6.5705,0.2995,583,874
Ngatea,House,1,6,0,9,623,553,620,695,77,4,6.4287,0.1241,570,673
Ngatea,House,3,15,9,57,506,371,550,600,133,3.23,6.1908,0.2786,405,589
North Harbour,Apartment,1,6,12,21,492,450,490,523,65,3.8,6.1907,0.1306,447,533
North Harbour,Apartment,2,9,9,27,591,530,600,630,69,3.87,6.3749,0.1178,542,635
North Harbour,House,1,9,3,12,570,510,540,655,132,4,6.3209,0.2348,475,651
North Harbour,House,NA,9,3,15,613,511,605,650,150,3.58,6.394,0.2347,511,701
Northcote Central (Auckland),Apartment,1,12,12,15,615,528,595,645,110,4,6.4082,0.1702,541,681
Northcote Central (Auckland),Apartment,2,6,15,33,642,623,635,663,33,4,6.463,0.0513,619,664
Northcote Central (Auckland),Apartment,3,6,3,9,598,570,700,728,240,4,6.3005,0.5481,376,789
Northcote Central (Auckland),House,1,42,12,42,642,616,638,678,140,4.12,6.439,0.237,533,734
Northcote Central (Auckland),House,2,6,6,24,618,581,645,685,91,3.89,6.4162,0.1589,550,681
Northcote Central (Auckland),House,3,21,36,78,794,660,720,750,401,3.19,6.6186,0.2926,615,912
Northcote Central (Auckland),House,4,12,12,39,790,725,875,928,204,3.8,6.6282,0.3365,603,949
Northcote Central (Auckland),House,NA,27,18,51,673,590,640,660,214,3.9,6.4789,0.2394,554,765
Northcote Point (Auckland),House,1,24,0,24,833,628,850,905,276,4.52,6.6727,0.3354,630,991
Northcote Point (Auckland),House,2,9,15,45,723,645,685,723,163,3.76,6.5651,0.1864,626,805
Northcote Point (Auckland),House,3,18,21,60,785,718,785,891,233,3.67,6.5767,0.55,496,1041
Northcote Point (Auckland),House,4,15,9,27,1083,890,1000,1200,230,3.95,6.9678,0.2016,927,1217
Northcote Point (Auckland),House,NA,9,3,15,969,855,950,1050,149,4,6.8662,0.1486,868,1060
Northcote South (Auckland),Flat,2,9,15,39,597,573,585,620,44,3.64,6.39,0.071,568,625
Northcote South (Auckland),House,1,18,9,18,625,479,620,653,210,4.01,6.3911,0.3105,484,735
Northcote South (Auckland),House,2,15,12,33,611,595,600,650,50,3.84,6.4119,0.0885,574,647
Northcote South (Auckland),House,3,18,24,66,744,743,768,795,158,3.99,6.5788,0.2973,589,879
Northcote South (Auckland),House,4,12,12,42,893,735,925,998,154,3.86,6.781,0.1754,783,992
Northcote South (Auckland),House,5+,6,3,15,414,181,193,650,360,3.37,5.7314,0.8084,179,532
Northcote South (Auckland),House,NA,6,6,12,643,550,600,693,127,4,6.4515,0.189,558,720
Northcote Tuff Crater,Flat,2,6,6,30,537,471,565,595,82,3.73,6.275,0.1605,477,592
Northcote Tuff Crater,House,1,15,0,21,767,600,780,900,182,4.17,6.6154,0.2395,635,877
Northcote Tuff Crater,House,2,9,9,27,616,550,565,698,97,3.59,6.4122,0.1567,548,677
Northcote Tuff Crater,House,3,12,15,54,577,425,688,760,266,3.71,6.2024,0.6566,317,769
Northcote Tuff Crater,House,4,9,9,33,933,820,980,990,160,4,6.8258,0.1711,821,1034
Northcross,House,1,18,0,27,748,650,730,831,156,4.1,6.5971,0.2068,638,843
Northcross,House,2,9,6,27,615,530,620,650,157,3.89,6.3919,0.2539,503,709
Northcross,House,3,27,39,93,734,695,750,815,115,4.02,6.582,0.2042,629,829
Northcross,House,4,24,18,66,890,863,900,950,93,4.02,6.7861,0.1098,822,954
Northcross,House,NA,6,6,21,793,751,820,863,118,4,6.6649,0.1644,702,876
Northpark North,House,1,6,3,9,757,665,745,863,117,4.3,6.6187,0.1554,674,832
Northpark North,House,2,6,6,18,713,625,645,800,125,4,6.5567,0.1679,629,788
Northpark North,House,3,24,21,99,752,720,750,784,44,4.05,6.6209,0.0596,721,781
Northpark North,House,4,24,27,108,834,801,850,854,58,4.12,6.724,0.0691,794,872
Northpark North,House,5+,6,3,9,983,943,955,1065,99,3.47,6.8868,0.1001,915,1048
Northpark South,House,1,9,0,12,827,765,850,890,83,4,6.7127,0.1043,767,883
Northpark South,House,3,15,18,51,765,750,750,790,32,4.13,6.6395,0.0427,743,787
Northpark South,House,4,12,12,51,827,805,850,865,69,3.49,6.7149,0.0855,778,874
Okahukura Peninsula,House,1,12,3,9,471,405,455,565,103,3.88,6.1311,0.2363,392,539
Okahukura Peninsula,House,3,9,12,24,614,560,600,690,94,4.51,6.4104,0.1516,549,674
Okura Bush,House,1,9,0,9,764,645,750,850,168,4.09,6.6172,0.2238,643,870
Okura Bush,House,4,6,3,24,1065,945,1080,1200,158,3.78,6.9624,0.1498,955,1168
Okura Bush,House,5+,6,6,12,1361,1250,1323,1434,143,4,7.2121,0.1032,1265,1453
One Tree Hill,Apartment,2,12,3,30,585,549,588,606,44,4.09,6.3683,0.0757,554,614
One Tree Hill,Flat,1,9,3,27,481,415,450,450,147,3.66,6.1457,0.2519,394,553
One Tree Hill,Flat,2,18,27,120,569,538,550,615,70,3.62,6.3366,0.1246,519,614
One Tree Hill,House,1,51,3,57,691,560,685,795,185,4.28,6.4882,0.3676,513,842
One Tree Hill,House,2,27,30,102,584,560,595,620,115,4.05,6.3172,0.437,413,744
One Tree Hill,House,3,42,39,153,753,708,750,795,87,3.89,6.6171,0.1195,690,811
One Tree Hill,House,4,24,15,51,912,880,910,945,120,3.9,6.8074,0.1294,829,987
One Tree Hill,House,5+,6,0,12,984,838,923,1069,220,3.78,6.8737,0.2133,837,1116
One Tree Hill,House,NA,9,12,39,802,700,795,920,180,4,6.6642,0.2261,673,913
Onehunga Central,Apartment,1,15,12,48,526,490,510,570,48,3.66,6.2623,0.0908,493,558
Onehunga Central,Apartment,2,24,18,72,595,570,593,620,48,3.86,6.3851,0.0808,561,626
Onehunga Central,Apartment,NA,6,0,9,681,608,675,749,89,4,6.5175,0.1312,620,740
Onehunga Central,Flat,1,12,12,33,462,450,450,460,32,3.81,6.1325,0.064,441,481
Onehunga Central,Flat,2,6,12,75,714,514,540,563,699,2.94,6.2497,0.8812,286,938
Onehunga Central,House,1,54,15,75,565,466,588,644,132,3.93,6.3052,0.2739,455,658
Onehunga Central,House,2,21,27,75,565,555,590,600,114,3.86,6.293,0.3755,420,697
Onehunga Central,House,3,21,24,102,752,690,750,850,99,3.85,6.6141,0.1385,679,819
Onehunga Central,House,4,9,12,24,795,730,830,850,81,3.74,6.6741,0.1044,738,849
Onehunga Central,House,NA,42,27,69,630,610,630,680,147,3.7,6.4115,0.2867,502,739
Onehunga Central,Room,1,21,6,21,381,350,400,430,68,2.28,5.9269,0.194,329,427
Onehunga North,Apartment,2,15,6,36,582,550,570,600,51,3.94,6.3629,0.0882,546,615
Onehunga North,Flat,2,15,27,99,561,530,550,595,53,3.71,6.3249,0.0934,524,595
Onehunga North,House,1,48,3,51,722,581,655,850,200,4.07,6.5483,0.2578,587,831
Onehunga North,House,2,27,45,93,588,580,600,650,122,3.82,6.3516,0.2396,488,674
Onehunga North,House,3,24,27,108,748,705,760,820,123,3.78,6.5972,0.2376,624,860
Onehunga North,House,NA,6,12,33,832,599,980,985,252,4,6.6749,0.3504,626,1003
Onehunga West,Apartment,1,9,3,24,432,395,430,475,46,3.75,6.0627,0.1058,400,461
Onehunga West,Apartment,2,9,6,24,593,578,580,608,30,4,6.3839,0.0498,573,612
Onehunga West,Flat,2,9,18,39,539,475,550,568,115,3.24,6.2698,0.2103,458,609
Onehunga West,House,1,45,3,54,652,590,660,685,170,4.11,6.4507,0.2429,537,746
Onehunga West,House,2,18,21,63,606,594,605,643,48,3.97,6.4031,0.0832,571,639
Onehunga West,House,3,24,30,108,869,699,765,850,381,3.42,6.713,0.2995,672,1007
Onehunga West,House,4,9,18,48,885,783,800,910,214,4,6.7644,0.2087,753,997
Onehunga West,House,NA,12,15,48,719,665,685,735,129,4.09,6.565,0.1647,635,793
Onehunga-Te Papapa Industrial,Apartment,2,12,12,42,659,643,663,695,41,3.8,6.4893,0.0632,631,687
Onehunga-Te Papapa Industrial,House,1,30,0,30,616,550,595,655,136,4.14,6.4017,0.214,522,696
Onehunga-Te Papapa Industrial,House,2,6,18,36,552,589,598,613,146,3.86,6.2585,0.405,398,687
Onehunga-Te Papapa Industrial,House,NA,9,6,27,634,583,650,680,62,4,6.4473,0.0983,591,674
Oneroa East-Palm Beach,House,1,6,3,9,754,628,750,856,170,3.85,6.6039,0.2244,634,859
Oneroa East-Palm Beach,House,2,6,6,15,713,598,708,750,157,4.11,6.5507,0.2029,610,802
Oneroa East-Palm Beach,House,3,9,0,15,816,600,840,850,226,4.13,6.6724,0.262,662,943
Oneroa East-Palm Beach,House,NA,9,3,9,714,606,705,763,190,3.67,6.5427,0.253,585,823
Oneroa West,House,3,18,9,21,881,798,838,958,159,3.66,6.7663,0.1731,772,976
Oneroa West,House,NA,9,0,15,861,520,623,875,584,4.03,6.6151,0.5428,517,1076
Onetangi,House,1,6,3,6,553,543,550,611,119,3.26,6.289,0.2567,453,640
Onetangi,House,2,12,9,18,698,655,688,743,68,3.83,6.5433,0.097,651,742
Onetangi,House,3,15,12,21,821,700,800,900,166,3.96,6.6904,0.2082,699,926
Onetangi,House,NA,9,9,9,680,518,550,875,223,3.9,6.4771,0.3218,523,808
Onetangi,Room,1,6,6,0,200,200,200,200,,1.5,5.2983,0,200,200
Onetangi,Room,NA,15,12,6,200,200,200,200,,1.5,5.2983,0,200,200
Opaheke,House,1,33,3,33,665,600,650,720,123,4.07,6.4855,0.1686,585,735
Opaheke,House,2,6,6,12,582,560,580,608,28,3.65,6.3649,0.048,563,600
Opaheke,House,3,21,33,78,686,643,690,725,68,4,6.5256,0.0989,638,729
